month,year,Factory,Location,CO2 Emissions (kg),Energy Consumption (kWh),Product Category,Supplier,Machine Type,Machine Utilization (%),Water Usage (liters),Profit Margin (%)
11,2024,1,1,610,538,1,0,1,87,6000,24.6
11,2024,1,1,610,538,1,0,1,87,6000,24.57
11,2024,1,1,637,433,0,0,0,82,2000,21.66
11,2024,1,1,610,538,1,0,1,87,6000,24.68
11,2024,1,1,637,433,0,0,0,82,2000,21.91
11,2024,1,1,637,433,0,0,0,82,2000,21.78
12,2024,1,1,637,433,0,0,0,82,2000,21.87
12,2024,1,1,714,742,2,2,2,73,10000,26.73
12,2024,1,1,637,433,0,0,0,82,2000,21.92
12,2024,1,1,714,742,2,2,2,73,10000,26.85
12,2024,1,1,637,433,0,0,0,82,2000,21.98
12,2024,1,1,714,742,2,2,2,73,10000,26.78
12,2024,1,1,714,742,2,2,2,73,10000,26.74
12,2024,1,1,637,433,0,0,0,82,2000,21.72
12,2024,1,1,610,538,1,0,1,87,6000,24.89
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,637,433,0,0,0,82,2000,21.63
12,2024,1,1,610,538,1,0,1,87,6000,24.71
12,2024,1,1,714,742,2,2,2,73,10000,26.83
12,2024,1,1,637,433,0,0,0,82,2000,21.7
12,2024,1,1,610,538,1,0,1,87,6000,24.6
12,2024,1,1,714,742,2,2,2,73,10000,26.68
12,2024,1,1,637,433,0,0,0,82,2000,21.66
12,2024,1,1,714,742,2,2,2,73,10000,26.77
12,2024,1,1,610,538,1,0,1,87,6000,24.89
12,2024,1,1,637,433,0,0,0,82,2000,21.78
12,2024,1,1,714,742,2,2,2,73,10000,26.92
12,2024,1,1,714,742,2,2,2,73,10000,26.73
12,2024,1,1,610,538,1,0,1,87,6000,24.9
12,2024,1,1,610,538,1,0,1,87,6000,24.78
12,2024,1,1,610,538,1,0,1,87,6000,24.96
12,2024,1,1,610,538,1,0,1,87,6000,24.69
12,2024,1,1,610,538,1,0,1,87,6000,24.64
12,2024,1,1,714,742,2,2,2,73,10000,26.81
12,2024,1,1,637,433,0,0,0,82,2000,21.91
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,637,433,0,0,0,82,2000,21.63
12,2024,1,1,714,742,2,2,2,73,10000,26.79
12,2024,1,1,714,742,2,2,2,73,10000,26.83
12,2024,1,1,714,742,2,2,2,73,10000,26.79
12,2024,1,1,637,433,0,0,0,82,2000,21.57
12,2024,1,1,714,742,2,2,2,73,10000,26.68
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,714,742,2,2,2,73,10000,26.77
12,2024,1,1,610,538,1,0,1,87,6000,24.89
12,2024,1,1,714,742,2,2,2,73,10000,26.85
12,2024,1,1,610,538,1,0,1,87,6000,24.86
12,2024,1,1,714,742,2,2,2,73,10000,26.73
12,2024,1,1,610,538,1,0,1,87,6000,24.9
12,2024,1,1,714,742,2,2,2,73,10000,26.85
12,2024,1,1,714,742,2,2,2,73,10000,27.0
12,2024,1,1,637,433,0,0,0,82,2000,21.67
12,2024,1,1,610,538,1,0,1,87,6000,24.64
12,2024,1,1,637,433,0,0,0,82,2000,21.72
12,2024,1,1,610,538,1,0,1,87,6000,24.89
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,714,742,2,2,2,73,10000,26.74
12,2024,1,1,610,538,1,0,1,87,6000,24.71
12,2024,1,1,637,433,0,0,0,82,2000,21.75
12,2024,1,1,610,538,1,0,1,87,6000,24.71
12,2024,1,1,714,742,2,2,2,73,10000,26.7
12,2024,1,1,714,742,2,2,2,73,10000,26.68
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,714,742,2,2,2,73,10000,26.77
12,2024,1,1,637,433,0,0,0,82,2000,21.91
12,2024,1,1,714,742,2,2,2,73,10000,26.85
12,2024,1,1,610,538,1,0,1,87,6000,24.86
12,2024,1,1,610,538,1,0,1,87,6000,24.64
12,2024,1,1,610,538,1,0,1,87,6000,24.9
12,2024,1,1,610,538,1,0,1,87,6000,24.78
12,2024,1,1,637,433,0,0,0,82,2000,21.98
12,2024,1,1,714,742,2,2,2,73,10000,26.78
12,2024,1,1,714,742,2,2,2,73,10000,26.74
12,2024,1,1,714,742,2,2,2,73,10000,26.81
12,2024,1,1,610,538,1,0,1,87,6000,24.89
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,637,433,0,0,0,82,2000,21.63
12,2024,1,1,637,433,0,0,0,82,2000,21.7
12,2024,1,1,714,742,2,2,2,73,10000,26.83
12,2024,1,1,610,538,1,0,1,87,6000,24.71
12,2024,1,1,610,538,1,0,1,87,6000,24.6
12,2024,1,1,610,538,1,0,1,87,6000,24.57
12,2024,1,1,637,433,0,0,0,82,2000,21.66
12,2024,1,1,637,433,0,0,0,82,2000,21.67
12,2024,1,1,714,742,2,2,2,73,10000,26.94
12,2024,1,1,637,433,0,0,0,82,2000,21.78
12,2024,1,1,714,742,2,2,2,73,10000,26.92
12,2024,1,1,637,433,0,0,0,82,2000,21.62
12,2024,1,1,637,433,0,0,0,82,2000,21.92
12,2024,1,1,637,433,0,0,0,82,2000,21.78
12,2024,1,1,610,538,1,0,1,87,6000,24.96
12,2024,1,1,714,742,2,2,2,73,10000,26.78
12,2024,1,1,637,433,0,0,0,82,2000,21.62
12,2024,1,1,637,433,0,0,0,82,2000,21.72
12,2024,1,1,714,742,2,2,2,73,10000,26.94
12,2024,1,1,610,538,1,0,1,87,6000,24.67
12,2024,1,1,714,742,2,2,2,73,10000,26.74
12,2024,1,1,610,538,1,0,1,87,6000,24.71
12,2024,1,1,637,433,0,0,0,82,2000,21.75
1,2020,2,2,603,455,0,2,0,84,6000,18.93
1,2020,2,2,828,826,1,2,1,54,6000,20.4
1,2020,2,2,603,455,0,2,0,84,6000,18.78
1,2020,2,2,661,704,2,0,2,81,10000,28.05
1,2020,2,2,661,704,2,0,2,81,10000,28.06
1,2020,2,2,828,826,1,2,1,54,6000,20.68
1,2020,2,2,828,826,1,2,1,54,6000,20.58
1,2020,2,2,828,826,1,2,1,54,6000,20.65
1,2020,2,2,661,704,2,0,2,81,10000,28.02
1,2020,2,2,603,455,0,2,0,84,6000,19.14
1,2020,2,2,828,826,1,2,1,54,6000,20.58
1,2020,2,2,661,704,2,0,2,81,10000,28.3
1,2020,2,2,828,826,1,2,1,54,6000,20.48
1,2020,2,2,603,455,0,2,0,84,6000,18.86
1,2020,2,2,661,704,2,0,2,81,10000,28.1
1,2020,2,2,661,704,2,0,2,81,10000,28.24
1,2020,2,2,828,826,1,2,1,54,6000,20.47
1,2020,2,2,603,455,0,2,0,84,6000,18.87
1,2020,2,2,661,704,2,0,2,81,10000,28.08
1,2020,2,2,661,704,2,0,2,81,10000,28.13
1,2020,2,2,603,455,0,2,0,84,6000,18.93
1,2020,2,2,828,826,1,2,1,54,6000,20.4
1,2020,2,2,661,704,2,0,2,81,10000,27.97
1,2020,2,2,603,455,0,2,0,84,6000,18.89
1,2020,2,2,661,704,2,0,2,81,10000,28.06
1,2020,2,2,603,455,0,2,0,84,6000,19.14
1,2020,2,2,603,455,0,2,0,84,6000,19.01
1,2020,2,2,828,826,1,2,1,54,6000,20.65
1,2020,2,2,828,826,1,2,1,54,6000,20.44
1,2020,2,2,661,704,2,0,2,81,10000,28.25
1,2020,2,2,661,704,2,0,2,81,10000,28.14
1,2020,2,2,828,826,1,2,1,54,6000,20.75
1,2020,2,2,828,826,1,2,1,54,6000,20.48
1,2020,2,2,603,455,0,2,0,84,6000,18.86
1,2020,2,2,661,704,2,0,2,81,10000,28.1
1,2020,2,2,661,704,2,0,2,81,10000,28.24
1,2020,2,2,828,826,1,2,1,54,6000,20.47
1,2020,2,2,603,455,0,2,0,84,6000,18.87
1,2020,2,2,828,826,1,2,1,54,6000,20.51
1,2020,2,2,828,826,1,2,1,54,6000,20.55
1,2020,2,2,603,455,0,2,0,84,6000,18.93
1,2020,2,2,661,704,2,0,2,81,10000,27.99
1,2020,2,2,661,704,2,0,2,81,10000,27.97
1,2020,2,2,661,704,2,0,2,81,10000,28.05
1,2020,2,2,661,704,2,0,2,81,10000,28.06
1,2020,2,2,661,704,2,0,2,81,10000,28.24
1,2020,2,2,603,455,0,2,0,84,6000,19.01
1,2020,2,2,828,826,1,2,1,54,6000,20.65
1,2020,2,2,661,704,2,0,2,81,10000,28.02
1,2020,2,2,828,826,1,2,1,54,6000,20.69
1,2020,2,2,603,455,0,2,0,84,6000,19.01
1,2020,2,2,828,826,1,2,1,54,6000,20.75
1,2020,2,2,603,455,0,2,0,84,6000,18.9
1,2020,2,2,828,826,1,2,1,54,6000,20.44
1,2020,2,2,603,455,0,2,0,84,6000,18.95
1,2020,2,2,661,704,2,0,2,81,10000,28.24
1,2020,2,2,828,826,1,2,1,54,6000,20.47
1,2020,2,2,828,826,1,2,1,54,6000,20.45
1,2020,2,2,603,455,0,2,0,84,6000,18.93
1,2020,2,2,661,704,2,0,2,81,10000,28.13
1,2020,2,2,661,704,2,0,2,81,10000,28.08
1,2020,2,2,828,826,1,2,1,54,6000,20.4
1,2020,2,2,661,704,2,0,2,81,10000,27.97
1,2020,2,2,603,455,0,2,0,84,6000,18.89
1,2020,2,2,603,455,0,2,0,84,6000,18.9
1,2020,2,2,828,826,1,2,1,54,6000,20.68
1,2020,2,2,661,704,2,0,2,81,10000,28.15
1,2020,2,2,828,826,1,2,1,54,6000,20.65
1,2020,2,2,828,826,1,2,1,54,6000,20.44
1,2020,2,2,661,704,2,0,2,81,10000,28.25
1,2020,2,2,603,455,0,2,0,84,6000,19.01
1,2020,2,2,828,826,1,2,1,54,6000,20.75
1,2020,2,2,661,704,2,0,2,81,10000,28.07
1,2020,2,2,603,455,0,2,0,84,6000,18.86
1,2020,2,2,828,826,1,2,1,54,6000,20.52
1,2020,2,2,828,826,1,2,1,54,6000,20.68
1,2020,2,2,603,455,0,2,0,84,6000,18.89
1,2020,2,2,828,826,1,2,1,54,6000,20.45
1,2020,2,2,661,704,2,0,2,81,10000,28.08
1,2020,2,2,661,704,2,0,2,81,10000,28.13
1,2020,2,2,661,704,2,0,2,81,10000,28.08
1,2020,2,2,603,455,0,2,0,84,6000,18.8
1,2020,2,2,603,455,0,2,0,84,6000,18.78
1,2020,2,2,828,826,1,2,1,54,6000,20.47
1,2020,2,2,661,704,2,0,2,81,10000,28.06
1,2020,2,2,603,455,0,2,0,84,6000,19.14
1,2020,2,2,828,826,1,2,1,54,6000,20.58
1,2020,2,2,603,455,0,2,0,84,6000,19.09
1,2020,2,2,661,704,2,0,2,81,10000,28.02
1,2020,2,2,661,704,2,0,2,81,10000,28.25
1,2020,2,2,828,826,1,2,1,54,6000,20.58
1,2020,2,2,603,455,0,2,0,84,6000,19.21
1,2020,2,2,828,826,1,2,1,54,6000,20.48
2,2020,2,2,828,826,1,2,1,54,6000,20.44
2,2020,2,2,603,455,0,2,0,84,6000,18.95
2,2020,2,2,603,455,0,2,0,84,6000,19.13
2,2020,2,2,828,826,1,2,1,54,6000,20.47
2,2020,2,2,603,455,0,2,0,84,6000,18.87
2,2020,2,2,828,826,1,2,1,54,6000,20.51
2,2020,2,2,603,455,0,2,0,84,6000,18.98
2,2020,2,2,603,455,0,2,0,84,6000,18.93
2,2020,2,2,603,455,0,2,0,84,6000,18.8
2,2020,2,2,661,704,2,0,2,81,10000,27.97
2,2020,2,2,661,704,2,0,2,81,10000,28.05
2,2020,2,2,661,704,2,0,2,81,10000,28.06
2,2020,2,2,661,704,2,0,2,81,10000,28.24
2,2020,2,2,661,704,2,0,2,81,10000,28.15
2,2020,2,2,828,826,1,2,1,54,6000,20.65
2,2020,2,2,603,455,0,2,0,84,6000,18.85
2,2020,2,2,661,704,2,0,2,81,10000,28.25
2,2020,2,2,603,455,0,2,0,84,6000,19.01
2,2020,2,2,603,455,0,2,0,84,6000,19.21
2,2020,2,2,828,826,1,2,1,54,6000,20.48
2,2020,2,2,828,826,1,2,1,54,6000,20.44
2,2020,2,2,661,704,2,0,2,81,10000,28.1
2,2020,2,2,828,826,1,2,1,54,6000,20.68
2,2020,2,2,661,704,2,0,2,81,10000,28.05
2,2020,2,2,828,826,1,2,1,54,6000,20.45
2,2020,2,2,661,704,2,0,2,81,10000,28.08
2,2020,2,2,661,704,2,0,2,81,10000,28.13
2,2020,2,2,603,455,0,2,0,84,6000,18.93
2,2020,2,2,661,704,2,0,2,81,10000,27.99
2,2020,2,2,603,455,0,2,0,84,6000,18.78
2,2020,2,2,603,455,0,2,0,84,6000,18.89
2,2020,2,2,603,455,0,2,0,84,6000,18.9
2,2020,2,2,661,704,2,0,2,81,10000,28.24
2,2020,2,2,661,704,2,0,2,81,10000,28.15
2,2020,2,2,603,455,0,2,0,84,6000,19.1
2,2020,2,2,828,826,1,2,1,54,6000,20.44
2,2020,2,2,603,455,0,2,0,84,6000,19.14
2,2020,2,2,661,704,2,0,2,81,10000,28.14
2,2020,2,2,661,704,2,0,2,81,10000,28.3
2,2020,2,2,661,704,2,0,2,81,10000,28.07
2,2020,2,2,661,704,2,0,2,81,10000,28.02
2,2020,2,2,828,826,1,2,1,54,6000,20.52
2,2020,2,2,661,704,2,0,2,81,10000,28.24
2,2020,2,2,828,826,1,2,1,54,6000,20.47
2,2020,2,2,661,704,2,0,2,81,10000,28.03
2,2020,2,2,603,455,0,2,0,84,6000,18.93
2,2020,2,2,661,704,2,0,2,81,10000,28.13
2,2020,2,2,661,704,2,0,2,81,10000,28.08
2,2020,2,2,828,826,1,2,1,54,6000,20.4
2,2020,2,2,661,704,2,0,2,81,10000,27.97
2,2020,2,2,661,704,2,0,2,81,10000,28.05
2,2020,2,2,661,704,2,0,2,81,10000,28.06
2,2020,2,2,661,704,2,0,2,81,10000,28.24
2,2020,2,2,661,704,2,0,2,81,10000,28.15
2,2020,2,2,828,826,1,2,1,54,6000,20.65
2,2020,2,2,603,455,0,2,0,84,6000,18.85
2,2020,2,2,661,704,2,0,2,81,10000,28.25
2,2020,2,2,828,826,1,2,1,54,6000,20.58
2,2020,2,2,603,455,0,2,0,84,6000,19.21
2,2020,2,2,661,704,2,0,2,81,10000,28.07
2,2020,2,2,661,704,2,0,2,81,10000,28.02
2,2020,2,2,828,826,1,2,1,54,6000,20.52
2,2020,2,2,603,455,0,2,0,84,6000,19.13
2,2020,2,2,661,704,2,0,2,81,10000,28.05
2,2020,2,2,661,704,2,0,2,81,10000,28.03
2,2020,2,2,828,826,1,2,1,54,6000,20.51
2,2020,2,2,603,455,0,2,0,84,6000,18.98
2,2020,2,2,661,704,2,0,2,81,10000,28.08
2,2020,2,2,661,704,2,0,2,81,10000,27.99
2,2020,2,2,603,455,0,2,0,84,6000,18.78
2,2020,2,2,828,826,1,2,1,54,6000,20.47
2,2020,2,2,603,455,0,2,0,84,6000,18.9
2,2020,2,2,661,704,2,0,2,81,10000,28.24
2,2020,2,2,828,826,1,2,1,54,6000,20.58
2,2020,2,2,661,704,2,0,2,81,10000,28.21
2,2020,2,2,661,704,2,0,2,81,10000,28.02
2,2020,2,2,828,826,1,2,1,54,6000,20.69
2,2020,2,2,603,455,0,2,0,84,6000,19.01
2,2020,2,2,661,704,2,0,2,81,10000,28.3
2,2020,2,2,828,826,1,2,1,54,6000,20.48
2,2020,2,2,603,455,0,2,0,84,6000,18.86
2,2020,2,2,603,455,0,2,0,84,6000,18.95
2,2020,2,2,603,455,0,2,0,84,6000,19.13
2,2020,2,2,661,704,2,0,2,81,10000,28.05
2,2020,2,2,661,704,2,0,2,81,10000,28.03
2,2020,2,2,661,704,2,0,2,81,10000,28.08
2,2020,2,2,661,704,2,0,2,81,10000,28.13
3,2020,2,2,661,704,2,0,2,81,10000,28.08
3,2020,2,2,828,826,1,2,1,54,6000,20.4
3,2020,2,2,661,704,2,0,2,81,10000,27.97
3,2020,2,2,828,826,1,2,1,54,6000,20.47
3,2020,2,2,828,826,1,2,1,54,6000,20.48
3,2020,2,2,661,704,2,0,2,81,10000,28.24
3,2020,2,2,828,826,1,2,1,54,6000,20.58
3,2020,2,2,661,704,2,0,2,81,10000,28.21
3,2020,2,2,828,826,1,2,1,54,6000,20.44
3,2020,2,2,603,455,0,2,0,84,6000,19.14
3,2020,2,2,828,826,1,2,1,54,6000,20.58
3,2020,2,2,603,455,0,2,0,84,6000,19.21
3,2020,2,2,661,704,2,0,2,81,10000,28.07
3,2020,2,2,661,704,2,0,2,81,10000,28.03
3,2020,2,2,828,826,1,2,1,54,6000,20.52
3,2020,2,2,603,455,0,2,0,84,6000,19.13
3,2020,2,2,661,704,2,0,2,81,10000,28.05
3,2020,2,2,661,704,2,0,2,81,10000,28.03
3,2020,2,2,661,704,2,0,2,81,10000,28.08
3,2020,2,2,661,704,2,0,2,81,10000,28.13
3,2020,2,2,828,826,1,2,1,54,6000,20.51
3,2020,2,2,661,704,2,0,2,81,10000,27.99
3,2020,2,2,661,704,2,0,2,81,10000,27.97
3,2020,2,2,828,826,1,2,1,54,6000,20.47
3,2020,2,2,603,455,0,2,0,84,6000,18.9
3,2020,2,2,828,826,1,2,1,54,6000,20.68
3,2020,2,2,828,826,1,2,1,54,6000,20.58
3,2020,2,2,603,455,0,2,0,84,6000,19.1
3,2020,2,2,828,826,1,2,1,54,6000,20.44
3,2020,2,2,603,455,0,2,0,84,6000,19.14
3,2020,2,2,661,704,2,0,2,81,10000,28.14
3,2020,2,2,603,455,0,2,0,84,6000,19.21
3,2020,2,2,661,704,2,0,2,81,10000,28.07
3,2020,2,2,828,826,1,2,1,54,6000,20.44
3,2020,2,2,828,826,1,2,1,54,6000,20.52
3,2020,2,2,661,704,2,0,2,81,10000,28.24
3,2020,2,2,603,455,0,2,0,84,6000,18.89
3,2020,2,2,603,455,0,2,0,84,6000,18.87
3,2020,2,2,661,704,2,0,2,81,10000,28.08
3,2020,2,2,661,704,2,0,2,81,10000,28.13
3,2020,2,2,661,704,2,0,2,81,10000,28.08
3,2020,2,2,603,455,0,2,0,84,6000,18.8
3,2020,2,2,661,704,2,0,2,81,10000,27.97
3,2020,2,2,661,704,2,0,2,81,10000,28.05
3,2020,2,2,661,704,2,0,2,81,10000,28.06
3,2020,2,2,828,826,1,2,1,54,6000,20.68
3,2020,2,2,603,455,0,2,0,84,6000,19.01
3,2020,2,2,661,704,2,0,2,81,10000,28.21
3,2020,2,2,603,455,0,2,0,84,6000,18.85
3,2020,2,2,661,704,2,0,2,81,10000,28.25
3,2020,2,2,661,704,2,0,2,81,10000,28.14
3,2020,2,2,603,455,0,2,0,84,6000,19.21
3,2020,2,2,828,826,1,2,1,54,6000,20.48
3,2020,2,2,661,704,2,0,2,81,10000,28.02
3,2020,2,2,828,826,1,2,1,54,6000,20.52
3,2020,2,2,661,704,2,0,2,81,10000,28.24
3,2020,2,2,828,826,1,2,1,54,6000,20.47
3,2020,2,2,603,455,0,2,0,84,6000,18.87
3,2020,2,2,661,704,2,0,2,81,10000,28.08
3,2020,2,2,828,826,1,2,1,54,6000,20.55
3,2020,2,2,603,455,0,2,0,84,6000,18.93
3,2020,2,2,603,455,0,2,0,84,6000,18.8
3,2020,2,2,828,826,1,2,1,54,6000,20.37
3,2020,2,2,661,704,2,0,2,81,10000,28.05
3,2020,2,2,603,455,0,2,0,84,6000,18.9
3,2020,2,2,603,455,0,2,0,84,6000,19.14
3,2020,2,2,828,826,1,2,1,54,6000,20.58
3,2020,2,2,828,826,1,2,1,54,6000,20.65
3,2020,2,2,661,704,2,0,2,81,10000,28.02
3,2020,2,2,603,455,0,2,0,84,6000,19.14
3,2020,2,2,661,704,2,0,2,81,10000,28.14
3,2020,2,2,603,455,0,2,0,84,6000,19.21
3,2020,2,2,661,704,2,0,2,81,10000,28.07
3,2020,2,2,603,455,0,2,0,84,6000,18.86
3,2020,2,2,828,826,1,2,1,54,6000,20.52
3,2020,2,2,828,826,1,2,1,54,6000,20.68
3,2020,2,2,828,826,1,2,1,54,6000,20.47
3,2020,2,2,828,826,1,2,1,54,6000,20.45
3,2020,2,2,603,455,0,2,0,84,6000,18.93
3,2020,2,2,661,704,2,0,2,81,10000,28.13
3,2020,2,2,828,826,1,2,1,54,6000,20.51
3,2020,2,2,828,826,1,2,1,54,6000,20.4
3,2020,2,2,661,704,2,0,2,81,10000,27.97
3,2020,2,2,603,455,0,2,0,84,6000,18.89
3,2020,2,2,603,455,0,2,0,84,6000,18.9
3,2020,2,2,661,704,2,0,2,81,10000,28.24
3,2020,2,2,603,455,0,2,0,84,6000,19.01
3,2020,2,2,828,826,1,2,1,54,6000,20.65
3,2020,2,2,828,826,1,2,1,54,6000,20.44
3,2020,2,2,603,455,0,2,0,84,6000,19.14
3,2020,2,2,828,826,1,2,1,54,6000,20.58
3,2020,2,2,828,826,1,2,1,54,6000,20.75
3,2020,2,2,603,455,0,2,0,84,6000,18.9
4,2020,2,2,828,826,1,2,1,54,6000,20.44
4,2020,2,2,661,704,2,0,2,81,10000,28.1
4,2020,2,2,828,826,1,2,1,54,6000,20.68
4,2020,2,2,661,704,2,0,2,81,10000,28.05
4,2020,2,2,828,826,1,2,1,54,6000,20.45
4,2020,2,2,828,826,1,2,1,54,6000,20.51
4,2020,2,2,603,455,0,2,0,84,6000,18.98
4,2020,2,2,661,704,2,0,2,81,10000,28.08
4,2020,2,2,828,826,1,2,1,54,6000,20.4
4,2020,2,2,661,704,2,0,2,81,10000,27.97
4,2020,2,2,661,704,2,0,2,81,10000,28.05
4,2020,2,2,661,704,2,0,2,81,10000,28.06
4,2020,2,2,661,704,2,0,2,81,10000,28.24
4,2020,2,2,661,704,2,0,2,81,10000,28.15
4,2020,2,2,603,455,0,2,0,84,6000,19.09
4,2020,2,2,603,455,0,2,0,84,6000,18.85
4,2020,2,2,828,826,1,2,1,54,6000,20.69
4,2020,2,2,828,826,1,2,1,54,6000,20.58
4,2020,2,2,661,704,2,0,2,81,10000,28.3
4,2020,2,2,828,826,1,2,1,54,6000,20.48
4,2020,2,2,828,826,1,2,1,54,6000,20.44
4,2020,2,2,828,826,1,2,1,54,6000,20.52
4,2020,2,2,603,455,0,2,0,84,6000,19.13
4,2020,2,2,828,826,1,2,1,54,6000,20.47
4,2020,2,2,603,455,0,2,0,84,6000,18.87
4,2020,2,2,828,826,1,2,1,54,6000,20.51
4,2020,2,2,828,826,1,2,1,54,6000,20.55
4,2020,2,2,603,455,0,2,0,84,6000,18.93
4,2020,2,2,828,826,1,2,1,54,6000,20.4
4,2020,2,2,828,826,1,2,1,54,6000,20.37
4,2020,2,2,603,455,0,2,0,84,6000,18.89
4,2020,2,2,828,826,1,2,1,54,6000,20.48
4,2020,2,2,828,826,1,2,1,54,6000,20.68
4,2020,2,2,828,826,1,2,1,54,6000,20.58
4,2020,2,2,603,455,0,2,0,84,6000,19.09
4,2020,2,2,603,455,0,2,0,84,6000,18.85
4,2020,2,2,828,826,1,2,1,54,6000,20.69
4,2020,2,2,828,826,1,2,1,54,6000,20.58
4,2020,2,2,828,826,1,2,1,54,6000,20.75
4,2020,2,2,603,455,0,2,0,84,6000,18.9
4,2020,2,2,603,455,0,2,0,84,6000,18.86
4,2020,2,2,828,826,1,2,1,54,6000,20.52
4,2020,2,2,661,704,2,0,2,81,10000,28.24
4,2020,2,2,661,704,2,0,2,81,10000,28.05
4,2020,2,2,828,826,1,2,1,54,6000,20.45
4,2020,2,2,661,704,2,0,2,81,10000,28.08
4,2020,2,2,661,704,2,0,2,81,10000,28.13
4,2020,2,2,661,704,2,0,2,81,10000,28.08
4,2020,2,2,828,826,1,2,1,54,6000,20.4
4,2020,2,2,603,455,0,2,0,84,6000,18.78
4,2020,2,2,828,826,1,2,1,54,6000,20.47
4,2020,2,2,603,455,0,2,0,84,6000,18.9
4,2020,2,2,828,826,1,2,1,54,6000,20.68
4,2020,2,2,661,704,2,0,2,81,10000,28.15
4,2020,2,2,828,826,1,2,1,54,6000,20.65
4,2020,2,2,661,704,2,0,2,81,10000,28.02
4,2020,2,2,661,704,2,0,2,81,10000,28.25
4,2020,2,2,661,704,2,0,2,81,10000,28.14
4,2020,2,2,828,826,1,2,1,54,6000,20.75
4,2020,2,2,603,455,0,2,0,84,6000,18.9
4,2020,2,2,603,455,0,2,0,84,6000,18.86
4,2020,2,2,828,826,1,2,1,54,6000,20.52
4,2020,2,2,828,826,1,2,1,54,6000,20.68
4,2020,2,2,661,704,2,0,2,81,10000,28.05
4,2020,2,2,828,826,1,2,1,54,6000,20.45
4,2020,2,2,603,455,0,2,0,84,6000,18.93
4,2020,2,2,603,455,0,2,0,84,6000,18.98
4,2020,2,2,661,704,2,0,2,81,10000,28.08
4,2020,2,2,828,826,1,2,1,54,6000,20.4
4,2020,2,2,828,826,1,2,1,54,6000,20.37
4,2020,2,2,828,826,1,2,1,54,6000,20.47
4,2020,2,2,828,826,1,2,1,54,6000,20.48
4,2020,2,2,661,704,2,0,2,81,10000,28.24
4,2020,2,2,661,704,2,0,2,81,10000,28.15
4,2020,2,2,603,455,0,2,0,84,6000,19.09
4,2020,2,2,661,704,2,0,2,81,10000,28.02
4,2020,2,2,828,826,1,2,1,54,6000,20.69
4,2020,2,2,661,704,2,0,2,81,10000,28.14
4,2020,2,2,828,826,1,2,1,54,6000,20.75
4,2020,2,2,828,826,1,2,1,54,6000,20.48
4,2020,2,2,661,704,2,0,2,81,10000,28.02
4,2020,2,2,603,455,0,2,0,84,6000,18.95
4,2020,2,2,828,826,1,2,1,54,6000,20.68
4,2020,2,2,661,704,2,0,2,81,10000,28.05
4,2020,2,2,603,455,0,2,0,84,6000,18.87
4,2020,2,2,828,826,1,2,1,54,6000,20.51
4,2020,2,2,828,826,1,2,1,54,6000,20.55
4,2020,2,2,603,455,0,2,0,84,6000,18.93
4,2020,2,2,661,704,2,0,2,81,10000,27.99
4,2020,2,2,828,826,1,2,1,54,6000,20.37
5,2020,2,2,661,704,2,0,2,81,10000,28.05
5,2020,2,2,661,704,2,0,2,81,10000,28.06
5,2020,2,2,828,826,1,2,1,54,6000,20.68
5,2020,2,2,828,826,1,2,1,54,6000,20.58
5,2020,2,2,661,704,2,0,2,81,10000,28.21
5,2020,2,2,828,826,1,2,1,54,6000,20.44
5,2020,2,2,828,826,1,2,1,54,6000,20.69
5,2020,2,2,828,826,1,2,1,54,6000,20.58
5,2020,2,2,603,455,0,2,0,84,6000,19.21
5,2020,2,2,661,704,2,0,2,81,10000,28.07
5,2020,2,2,828,826,1,2,1,54,6000,20.44
5,2020,2,2,661,704,2,0,2,81,10000,28.1
5,2020,2,2,828,826,1,2,1,54,6000,20.68
5,2020,2,2,661,704,2,0,2,81,10000,28.05
5,2020,2,2,603,455,0,2,0,84,6000,18.87
5,2020,2,2,661,704,2,0,2,81,10000,28.08
5,2020,2,2,661,704,2,0,2,81,10000,28.13
5,2020,2,2,661,704,2,0,2,81,10000,28.08
5,2020,2,2,661,704,2,0,2,81,10000,27.99
5,2020,2,2,828,826,1,2,1,54,6000,20.37
5,2020,2,2,828,826,1,2,1,54,6000,20.47
5,2020,2,2,603,455,0,2,0,84,6000,18.9
5,2020,2,2,603,455,0,2,0,84,6000,19.14
5,2020,2,2,661,704,2,0,2,81,10000,28.15
5,2020,2,2,603,455,0,2,0,84,6000,19.09
5,2020,2,2,661,704,2,0,2,81,10000,28.02
5,2020,2,2,603,455,0,2,0,84,6000,19.14
5,2020,2,2,828,826,1,2,1,54,6000,20.58
5,2020,2,2,603,455,0,2,0,84,6000,19.21
5,2020,2,2,603,455,0,2,0,84,6000,18.9
5,2020,2,2,603,455,0,2,0,84,6000,18.86
5,2020,2,2,603,455,0,2,0,84,6000,18.95
5,2020,2,2,828,826,1,2,1,54,6000,20.68
5,2020,2,2,603,455,0,2,0,84,6000,18.89
5,2020,2,2,828,826,1,2,1,54,6000,20.45
