operator_experience_years,operator_training_level,factory,date,key_point
9.999015081682533,Intermediate,Factory 5,2023-07-28,Factory 5_City E_Type C_2023-07-28
9.062119023191936,Beginner,Factory 5,2023-07-29,Factory 5_City E_Type B_2023-07-29
4.102998612115028,Intermediate,Factory 5,2023-07-30,Factory 5_City D_Type C_2023-07-30
1.601674782094889,Advanced,Factory 5,2023-07-31,Factory 5_City B_Type B_2023-07-31
6.033378053369427,Advanced,Factory 5,2023-08-01,Factory 5_City C_Type C_2023-08-01
3.480432383982691,Advanced,Factory 5,2023-08-02,Factory 5_City A_Type A_2023-08-02
8.652268401424081,Advanced,Factory 5,2023-08-03,Factory 5_City D_Type B_2023-08-03
2.4059697470245127,Intermediate,Factory 5,2023-08-04,Factory 5_City B_Type A_2023-08-04
8.745887649859995,Intermediate,Factory 5,2023-08-05,Factory 5_City C_Type C_2023-08-05
3.932232556360842,Intermediate,Factory 5,2023-08-06,Factory 5_City A_Type A_2023-08-06
3.944942318860319,Beginner,Factory 5,2023-08-07,Factory 5_City A_Type C_2023-08-07
2.613509400130328,Intermediate,Factory 5,2023-08-08,Factory 5_City D_Type A_2023-08-08
5.8592397345641,Intermediate,Factory 5,2023-08-09,Factory 5_City D_Type B_2023-08-09
2.379083661153845,Intermediate,Factory 5,2023-08-10,Factory 5_City A_Type A_2023-08-10
4.607002277992069,Intermediate,Factory 5,2023-08-11,Factory 5_City E_Type B_2023-08-11
7.568822584843902,Beginner,Factory 5,2023-08-12,Factory 5_City A_Type A_2023-08-12
9.389237741563164,Beginner,Factory 5,2023-08-13,Factory 5_City A_Type B_2023-08-13
2.945225426313915,Intermediate,Factory 5,2023-08-14,Factory 5_City C_Type A_2023-08-14
2.837619022268962,Beginner,Factory 5,2023-08-15,Factory 5_City A_Type A_2023-08-15
7.217831188282229,Intermediate,Factory 5,2023-08-16,Factory 5_City C_Type C_2023-08-16
7.975380779314578,Intermediate,Factory 5,2023-08-17,Factory 5_City D_Type C_2023-08-17
7.727571749731392,Intermediate,Factory 5,2023-08-18,Factory 5_City C_Type C_2023-08-18
7.849300282510621,Beginner,Factory 5,2023-08-19,Factory 5_City D_Type B_2023-08-19
8.19237202572621,Intermediate,Factory 5,2023-08-20,Factory 5_City D_Type B_2023-08-20
2.465716177794885,Advanced,Factory 5,2023-08-21,Factory 5_City B_Type A_2023-08-21
1.6045467625705792,Advanced,Factory 5,2023-08-22,Factory 5_City E_Type A_2023-08-22
7.416396352317631,Advanced,Factory 5,2023-08-23,Factory 5_City C_Type A_2023-08-23
7.974932872950628,Beginner,Factory 5,2023-08-24,Factory 5_City B_Type A_2023-08-24
3.795204809120918,Intermediate,Factory 5,2023-08-25,Factory 5_City B_Type C_2023-08-25
7.627503938234666,Beginner,Factory 5,2023-08-26,Factory 5_City D_Type C_2023-08-26
6.199177078155026,Beginner,Factory 5,2023-08-27,Factory 5_City C_Type C_2023-08-27
4.964312324595587,Intermediate,Factory 5,2023-08-28,Factory 5_City B_Type C_2023-08-28
4.096739817311123,Advanced,Factory 5,2023-08-29,Factory 5_City E_Type B_2023-08-29
7.1336537052482445,Intermediate,Factory 5,2023-08-30,Factory 5_City A_Type A_2023-08-30
7.118767672575165,Advanced,Factory 5,2023-08-31,Factory 5_City C_Type A_2023-08-31
7.58069153742829,Intermediate,Factory 5,2023-09-01,Factory 5_City E_Type B_2023-09-01
5.955724120126558,Advanced,Factory 5,2023-09-02,Factory 5_City A_Type C_2023-09-02
5.4735987321249215,Beginner,Factory 5,2023-09-03,Factory 5_City B_Type A_2023-09-03
8.25435505034397,Beginner,Factory 5,2023-09-04,Factory 5_City C_Type C_2023-09-04
6.689871089147896,Advanced,Factory 5,2023-09-05,Factory 5_City C_Type B_2023-09-05
4.880013596227317,Advanced,Factory 5,2023-09-06,Factory 5_City B_Type B_2023-09-06
3.435474666944668,Advanced,Factory 5,2023-09-07,Factory 5_City D_Type B_2023-09-07
8.759341812286387,Beginner,Factory 5,2023-09-08,Factory 5_City C_Type A_2023-09-08
6.607947563177519,Intermediate,Factory 5,2023-09-09,Factory 5_City A_Type C_2023-09-09
8.12676452748795,Intermediate,Factory 5,2023-09-10,Factory 5_City E_Type B_2023-09-10
5.3255360818423725,Intermediate,Factory 5,2023-09-11,Factory 5_City C_Type B_2023-09-11
6.119822833130619,Intermediate,Factory 5,2023-09-12,Factory 5_City A_Type B_2023-09-12
2.0270134758810885,Beginner,Factory 5,2023-09-13,Factory 5_City E_Type B_2023-09-13
5.64698418172472,Advanced,Factory 5,2023-09-14,Factory 5_City B_Type B_2023-09-14
5.259346075928417,Intermediate,Factory 5,2023-09-15,Factory 5_City E_Type B_2023-09-15
6.783922180875735,Beginner,Factory 5,2023-09-16,Factory 5_City D_Type A_2023-09-16
4.550315062141412,Advanced,Factory 5,2023-09-17,Factory 5_City D_Type A_2023-09-17
4.577816222001488,Beginner,Factory 5,2023-09-18,Factory 5_City A_Type C_2023-09-18
8.543034671887847,Intermediate,Factory 5,2023-09-19,Factory 5_City B_Type A_2023-09-19
3.736413953536679,Intermediate,Factory 5,2023-09-20,Factory 5_City D_Type B_2023-09-20
3.1747906806581287,Advanced,Factory 5,2023-09-21,Factory 5_City E_Type A_2023-09-21
1.841512110431088,Advanced,Factory 5,2023-09-22,Factory 5_City A_Type B_2023-09-22
8.768209954390546,Intermediate,Factory 5,2023-09-23,Factory 5_City B_Type B_2023-09-23
3.961990010967728,Beginner,Factory 5,2023-09-24,Factory 5_City D_Type C_2023-09-24
8.494871960340944,Beginner,Factory 5,2023-09-25,Factory 5_City D_Type B_2023-09-25
9.298847302640183,Intermediate,Factory 5,2023-09-26,Factory 5_City E_Type A_2023-09-26
1.3070592536553662,Advanced,Factory 5,2023-09-27,Factory 5_City A_Type B_2023-09-27
5.1592217209867925,Advanced,Factory 5,2023-09-28,Factory 5_City E_Type C_2023-09-28
7.099751467011894,Intermediate,Factory 5,2023-09-29,Factory 5_City C_Type C_2023-09-29
5.067690268901451,Beginner,Factory 5,2023-09-30,Factory 5_City C_Type A_2023-09-30
7.913616093030711,Intermediate,Factory 5,2023-10-01,Factory 5_City B_Type B_2023-10-01
9.601503651795154,Advanced,Factory 5,2023-10-02,Factory 5_City E_Type B_2023-10-02
1.3188105085883597,Beginner,Factory 5,2023-10-03,Factory 5_City A_Type B_2023-10-03
1.9921397991386771,Intermediate,Factory 5,2023-10-04,Factory 5_City E_Type B_2023-10-04
5.780099910678166,Advanced,Factory 5,2023-10-05,Factory 5_City C_Type C_2023-10-05
4.591006107464528,Advanced,Factory 5,2023-10-06,Factory 5_City D_Type C_2023-10-06
3.482648083496887,Advanced,Factory 5,2023-10-07,Factory 5_City E_Type C_2023-10-07
7.3451183308771535,Beginner,Factory 5,2023-10-08,Factory 5_City B_Type B_2023-10-08
4.475195768737307,Beginner,Factory 5,2023-10-09,Factory 5_City A_Type A_2023-10-09
3.923577914131268,Beginner,Factory 5,2023-10-10,Factory 5_City A_Type B_2023-10-10
2.307073812112918,Beginner,Factory 5,2023-10-11,Factory 5_City D_Type A_2023-10-11
8.752988799072966,Intermediate,Factory 5,2023-10-12,Factory 5_City A_Type A_2023-10-12
4.041756697791437,Beginner,Factory 5,2023-10-13,Factory 5_City B_Type C_2023-10-13
1.4288061148527496,Beginner,Factory 5,2023-10-14,Factory 5_City C_Type C_2023-10-14
4.351192218613078,Beginner,Factory 5,2023-10-15,Factory 5_City C_Type A_2023-10-15
8.394660915270961,Advanced,Factory 5,2023-10-16,Factory 5_City E_Type C_2023-10-16
7.656676920951253,Beginner,Factory 5,2023-10-17,Factory 5_City D_Type B_2023-10-17
1.4724541113848302,Advanced,Factory 5,2023-10-18,Factory 5_City E_Type A_2023-10-18
3.099393524562867,Intermediate,Factory 5,2023-10-19,Factory 5_City E_Type C_2023-10-19
4.013317509889302,Beginner,Factory 5,2023-10-20,Factory 5_City B_Type B_2023-10-20
8.017533329779418,Advanced,Factory 5,2023-10-21,Factory 5_City E_Type C_2023-10-21
4.755116578774143,Intermediate,Factory 5,2023-10-22,Factory 5_City E_Type A_2023-10-22
6.242119652382066,Intermediate,Factory 5,2023-10-23,Factory 5_City A_Type A_2023-10-23
4.495570345034396,Advanced,Factory 5,2023-10-24,Factory 5_City E_Type C_2023-10-24
8.143736920340032,Advanced,Factory 5,2023-10-25,Factory 5_City C_Type B_2023-10-25
8.984309879775125,Advanced,Factory 5,2023-10-26,Factory 5_City B_Type C_2023-10-26
9.619699384234538,Advanced,Factory 5,2023-10-27,Factory 5_City A_Type C_2023-10-27
9.017189516444304,Advanced,Factory 5,2023-10-28,Factory 5_City B_Type B_2023-10-28
2.5200270119854604,Advanced,Factory 5,2023-10-29,Factory 5_City B_Type C_2023-10-29
8.262507579033551,Beginner,Factory 5,2023-10-30,Factory 5_City D_Type B_2023-10-30
3.2827088838144034,Advanced,Factory 5,2023-10-31,Factory 5_City D_Type B_2023-10-31
1.4724656842139323,Advanced,Factory 5,2023-11-01,Factory 5_City C_Type A_2023-11-01
4.1776721884885095,Beginner,Factory 5,2023-11-02,Factory 5_City A_Type C_2023-11-02
2.920730013349057,Advanced,Factory 5,2023-11-03,Factory 5_City C_Type A_2023-11-03
5.992005106920098,Advanced,Factory 5,2023-11-04,Factory 5_City A_Type A_2023-11-04
1.856433631726181,Advanced,Factory 5,2023-11-05,Factory 5_City B_Type B_2023-11-05
5.668466131368207,Advanced,Factory 5,2023-11-06,Factory 5_City B_Type A_2023-11-06
9.869718284041202,Advanced,Factory 5,2023-11-07,Factory 5_City D_Type C_2023-11-07
8.69493048394906,Beginner,Factory 5,2023-11-08,Factory 5_City E_Type B_2023-11-08
9.18621497111943,Beginner,Factory 5,2023-11-09,Factory 5_City E_Type C_2023-11-09
8.314704686476283,Beginner,Factory 5,2023-11-10,Factory 5_City B_Type B_2023-11-10
7.320144668452452,Intermediate,Factory 5,2023-11-11,Factory 5_City E_Type B_2023-11-11
7.482142683506084,Beginner,Factory 5,2023-11-12,Factory 5_City E_Type B_2023-11-12
4.254481616808626,Advanced,Factory 5,2023-11-13,Factory 5_City B_Type A_2023-11-13
1.5610366900238013,Advanced,Factory 5,2023-11-14,Factory 5_City D_Type A_2023-11-14
2.704949276215788,Advanced,Factory 5,2023-11-15,Factory 5_City C_Type B_2023-11-15
4.586449568369419,Intermediate,Factory 5,2023-11-16,Factory 5_City A_Type A_2023-11-16
2.834859783089036,Intermediate,Factory 5,2023-11-17,Factory 5_City E_Type B_2023-11-17
5.090415338492384,Advanced,Factory 5,2023-11-18,Factory 5_City D_Type A_2023-11-18
7.638745792752609,Advanced,Factory 5,2023-11-19,Factory 5_City E_Type B_2023-11-19
3.8471927478257415,Beginner,Factory 5,2023-11-20,Factory 5_City D_Type A_2023-11-20
2.482620575868129,Beginner,Factory 5,2023-11-21,Factory 5_City E_Type B_2023-11-21
8.381323590709982,Beginner,Factory 5,2023-11-22,Factory 5_City D_Type B_2023-11-22
4.4321699694361145,Advanced,Factory 5,2023-11-23,Factory 5_City E_Type A_2023-11-23
3.5414651913357877,Intermediate,Factory 5,2023-11-24,Factory 5_City A_Type B_2023-11-24
7.2967448639790575,Intermediate,Factory 5,2023-11-25,Factory 5_City A_Type B_2023-11-25
9.533114035978697,Advanced,Factory 5,2023-11-26,Factory 5_City A_Type B_2023-11-26
2.4206989275881323,Advanced,Factory 5,2023-11-27,Factory 5_City A_Type B_2023-11-27
7.043643458668625,Beginner,Factory 5,2023-11-28,Factory 5_City A_Type A_2023-11-28
5.781855162520135,Beginner,Factory 5,2023-11-29,Factory 5_City A_Type C_2023-11-29
6.481211707088044,Beginner,Factory 5,2023-11-30,Factory 5_City C_Type C_2023-11-30
5.246476877919257,Advanced,Factory 5,2023-12-01,Factory 5_City E_Type B_2023-12-01
2.885441715567448,Advanced,Factory 5,2023-12-02,Factory 5_City B_Type C_2023-12-02
2.0414334550930766,Beginner,Factory 5,2023-12-03,Factory 5_City B_Type C_2023-12-03
6.104040258180398,Intermediate,Factory 5,2023-12-04,Factory 5_City D_Type C_2023-12-04
3.218182881122664,Intermediate,Factory 5,2023-12-05,Factory 5_City E_Type B_2023-12-05
1.357852380344118,Intermediate,Factory 5,2023-12-06,Factory 5_City D_Type B_2023-12-06
6.239870815842608,Intermediate,Factory 5,2023-12-07,Factory 5_City D_Type A_2023-12-07
2.8344831023007497,Advanced,Factory 5,2023-12-08,Factory 5_City D_Type C_2023-12-08
9.06347363182574,Advanced,Factory 5,2023-12-09,Factory 5_City B_Type A_2023-12-09
5.815523543646269,Advanced,Factory 5,2023-12-10,Factory 5_City C_Type A_2023-12-10
3.786944316488016,Advanced,Factory 5,2023-12-11,Factory 5_City D_Type A_2023-12-11
8.795960452850101,Intermediate,Factory 5,2023-12-12,Factory 5_City C_Type B_2023-12-12
2.65899860849516,Intermediate,Factory 5,2023-12-13,Factory 5_City C_Type C_2023-12-13
2.1159843475139617,Beginner,Factory 5,2023-12-14,Factory 5_City E_Type C_2023-12-14
8.509152910261768,Beginner,Factory 5,2023-12-15,Factory 5_City A_Type C_2023-12-15
5.64572995915297,Intermediate,Factory 5,2023-12-16,Factory 5_City B_Type A_2023-12-16
5.165102786042504,Beginner,Factory 5,2023-12-17,Factory 5_City A_Type B_2023-12-17
4.679152057072729,Advanced,Factory 5,2023-12-18,Factory 5_City E_Type B_2023-12-18
9.1739635495379,Intermediate,Factory 5,2023-12-19,Factory 5_City E_Type B_2023-12-19
2.50510013861808,Beginner,Factory 5,2023-12-20,Factory 5_City E_Type B_2023-12-20
5.0990911491947095,Beginner,Factory 5,2023-12-21,Factory 5_City D_Type A_2023-12-21
5.31854784010876,Advanced,Factory 5,2023-12-22,Factory 5_City A_Type A_2023-12-22
9.679606315665245,Advanced,Factory 5,2023-12-23,Factory 5_City C_Type C_2023-12-23
1.164781866877315,Intermediate,Factory 5,2023-12-24,Factory 5_City B_Type A_2023-12-24
8.427044421687969,Advanced,Factory 5,2023-12-25,Factory 5_City B_Type B_2023-12-25
5.035730265575999,Beginner,Factory 5,2023-12-26,Factory 5_City D_Type B_2023-12-26
7.200718924533949,Intermediate,Factory 5,2023-12-27,Factory 5_City D_Type B_2023-12-27
2.241349628520481,Intermediate,Factory 5,2023-12-28,Factory 5_City D_Type A_2023-12-28
5.328584403251012,Beginner,Factory 5,2023-12-29,Factory 5_City C_Type C_2023-12-29
9.483552122388751,Intermediate,Factory 5,2023-12-30,Factory 5_City D_Type B_2023-12-30
8.033482977267813,Beginner,Factory 5,2023-12-31,Factory 5_City E_Type C_2023-12-31
9.695719829807912,Advanced,Factory 6,2023-01-01,Factory 6_City A_Type A_2023-01-01
2.340523572003276,Advanced,Factory 6,2023-01-02,Factory 6_City C_Type B_2023-01-02
3.956132730339791,Advanced,Factory 6,2023-01-03,Factory 6_City E_Type B_2023-01-03
8.30631625656737,Intermediate,Factory 6,2023-01-04,Factory 6_City D_Type A_2023-01-04
3.161442105516113,Beginner,Factory 6,2023-01-05,Factory 6_City D_Type C_2023-01-05
3.475214470728834,Advanced,Factory 6,2023-01-06,Factory 6_City D_Type C_2023-01-06
6.494794666427166,Intermediate,Factory 6,2023-01-07,Factory 6_City E_Type C_2023-01-07
2.289296839517007,Advanced,Factory 6,2023-01-08,Factory 6_City B_Type A_2023-01-08
5.989154385361403,Beginner,Factory 6,2023-01-09,Factory 6_City C_Type A_2023-01-09
4.846315077766064,Intermediate,Factory 6,2023-01-10,Factory 6_City C_Type A_2023-01-10
3.008530880650444,Advanced,Factory 6,2023-01-11,Factory 6_City D_Type C_2023-01-11
6.282331740493509,Intermediate,Factory 6,2023-01-12,Factory 6_City A_Type A_2023-01-12
6.240988835751126,Advanced,Factory 6,2023-01-13,Factory 6_City E_Type A_2023-01-13
2.758336610621254,Intermediate,Factory 6,2023-01-14,Factory 6_City A_Type C_2023-01-14
5.750731665102186,Intermediate,Factory 6,2023-01-15,Factory 6_City B_Type B_2023-01-15
1.8393584036169173,Beginner,Factory 6,2023-01-16,Factory 6_City B_Type C_2023-01-16
3.6308825168361776,Beginner,Factory 6,2023-01-17,Factory 6_City D_Type C_2023-01-17
5.540364918889713,Beginner,Factory 6,2023-01-18,Factory 6_City E_Type C_2023-01-18
7.257794858391229,Beginner,Factory 6,2023-01-19,Factory 6_City A_Type C_2023-01-19
9.83547801807413,Advanced,Factory 6,2023-01-20,Factory 6_City C_Type B_2023-01-20
8.629861470724881,Beginner,Factory 6,2023-01-21,Factory 6_City A_Type B_2023-01-21
7.924342190347726,Intermediate,Factory 6,2023-01-22,Factory 6_City A_Type B_2023-01-22
8.163445751452162,Intermediate,Factory 6,2023-01-23,Factory 6_City C_Type B_2023-01-23
5.427206089975856,Intermediate,Factory 6,2023-01-24,Factory 6_City D_Type B_2023-01-24
7.022947803828347,Advanced,Factory 6,2023-01-25,Factory 6_City D_Type B_2023-01-25
9.845041634058916,Beginner,Factory 6,2023-01-26,Factory 6_City D_Type A_2023-01-26
8.512092817775022,Intermediate,Factory 6,2023-01-27,Factory 6_City E_Type B_2023-01-27
2.983959526068768,Advanced,Factory 6,2023-01-28,Factory 6_City A_Type C_2023-01-28
6.794056679037354,Beginner,Factory 6,2023-01-29,Factory 6_City A_Type A_2023-01-29
2.0889764431975597,Advanced,Factory 6,2023-01-30,Factory 6_City C_Type B_2023-01-30
9.6083263269947,Advanced,Factory 6,2023-01-31,Factory 6_City E_Type C_2023-01-31
4.087663612641634,Advanced,Factory 6,2023-02-01,Factory 6_City C_Type A_2023-02-01
4.668078810143173,Intermediate,Factory 6,2023-02-02,Factory 6_City C_Type A_2023-02-02
3.989297238874221,Advanced,Factory 6,2023-02-03,Factory 6_City A_Type A_2023-02-03
3.034385720136317,Beginner,Factory 6,2023-02-04,Factory 6_City C_Type B_2023-02-04
4.701277431562385,Advanced,Factory 6,2023-02-05,Factory 6_City A_Type C_2023-02-05
4.738561356818627,Beginner,Factory 6,2023-02-06,Factory 6_City E_Type B_2023-02-06
7.072780803206479,Intermediate,Factory 6,2023-02-07,Factory 6_City B_Type C_2023-02-07
5.307358216524875,Beginner,Factory 6,2023-02-08,Factory 6_City D_Type C_2023-02-08
8.28022267449504,Intermediate,Factory 6,2023-02-09,Factory 6_City A_Type A_2023-02-09
4.976565000148711,Intermediate,Factory 6,2023-02-10,Factory 6_City C_Type B_2023-02-10
7.5642802515334,Intermediate,Factory 6,2023-02-11,Factory 6_City A_Type B_2023-02-11
8.327222911110383,Advanced,Factory 6,2023-02-12,Factory 6_City B_Type B_2023-02-12
5.225259813046142,Beginner,Factory 6,2023-02-13,Factory 6_City E_Type C_2023-02-13
3.4278519995130643,Intermediate,Factory 6,2023-02-14,Factory 6_City E_Type B_2023-02-14
8.35642355968032,Intermediate,Factory 6,2023-02-15,Factory 6_City C_Type B_2023-02-15
2.7250917071154315,Beginner,Factory 6,2023-02-16,Factory 6_City A_Type C_2023-02-16
4.819069435208625,Beginner,Factory 6,2023-02-17,Factory 6_City A_Type B_2023-02-17
8.30218735951647,Beginner,Factory 6,2023-02-18,Factory 6_City E_Type C_2023-02-18
1.4280988899027007,Beginner,Factory 6,2023-02-19,Factory 6_City B_Type A_2023-02-19
5.590349380241674,Advanced,Factory 6,2023-02-20,Factory 6_City E_Type A_2023-02-20
4.941159273016365,Intermediate,Factory 6,2023-02-21,Factory 6_City B_Type B_2023-02-21
4.225760158891941,Beginner,Factory 6,2023-02-22,Factory 6_City E_Type A_2023-02-22
7.135237661895621,Intermediate,Factory 6,2023-02-23,Factory 6_City D_Type A_2023-02-23
5.635616659584077,Advanced,Factory 6,2023-02-24,Factory 6_City E_Type C_2023-02-24
3.062252848901315,Intermediate,Factory 6,2023-02-25,Factory 6_City E_Type B_2023-02-25
6.491228941278576,Beginner,Factory 6,2023-02-26,Factory 6_City D_Type B_2023-02-26
8.740799833735739,Beginner,Factory 6,2023-02-27,Factory 6_City C_Type C_2023-02-27
6.626450050904634,Beginner,Factory 6,2023-02-28,Factory 6_City A_Type A_2023-02-28
4.009162970391163,Advanced,Factory 6,2023-03-01,Factory 6_City A_Type B_2023-03-01
2.780474545367009,Beginner,Factory 6,2023-03-02,Factory 6_City A_Type C_2023-03-02
7.828987504499247,Intermediate,Factory 6,2023-03-03,Factory 6_City C_Type C_2023-03-03
6.807190081300619,Intermediate,Factory 6,2023-03-04,Factory 6_City E_Type B_2023-03-04
6.642780032889546,Beginner,Factory 6,2023-03-05,Factory 6_City D_Type B_2023-03-05
7.048907782509272,Advanced,Factory 6,2023-03-06,Factory 6_City A_Type A_2023-03-06
5.644983096870311,Beginner,Factory 6,2023-03-07,Factory 6_City B_Type B_2023-03-07
7.838983687257903,Advanced,Factory 6,2023-03-08,Factory 6_City A_Type C_2023-03-08
4.077391294084944,Advanced,Factory 6,2023-03-09,Factory 6_City C_Type B_2023-03-09
4.996713614163793,Advanced,Factory 6,2023-03-10,Factory 6_City B_Type C_2023-03-10
8.073485158190948,Intermediate,Factory 6,2023-03-11,Factory 6_City D_Type B_2023-03-11
4.382957264870737,Advanced,Factory 6,2023-03-12,Factory 6_City B_Type B_2023-03-12
7.110436720168008,Intermediate,Factory 6,2023-03-13,Factory 6_City B_Type B_2023-03-13
9.108264513864844,Intermediate,Factory 6,2023-03-14,Factory 6_City A_Type A_2023-03-14
8.839004202363489,Beginner,Factory 6,2023-03-15,Factory 6_City C_Type C_2023-03-15
3.385551775470987,Advanced,Factory 6,2023-03-16,Factory 6_City C_Type B_2023-03-16
7.255188597874861,Intermediate,Factory 6,2023-03-17,Factory 6_City A_Type A_2023-03-17
8.324075158147574,Beginner,Factory 6,2023-03-18,Factory 6_City C_Type B_2023-03-18
4.234305483380732,Intermediate,Factory 6,2023-03-19,Factory 6_City E_Type A_2023-03-19
6.379513349055694,Intermediate,Factory 6,2023-03-20,Factory 6_City D_Type B_2023-03-20
7.6017449071129715,Beginner,Factory 6,2023-03-21,Factory 6_City B_Type C_2023-03-21
3.4689185828056512,Beginner,Factory 6,2023-03-22,Factory 6_City D_Type B_2023-03-22
7.160615642819662,Advanced,Factory 6,2023-03-23,Factory 6_City E_Type C_2023-03-23
5.550357268047083,Advanced,Factory 6,2023-03-24,Factory 6_City A_Type C_2023-03-24
4.382480767940027,Advanced,Factory 6,2023-03-25,Factory 6_City C_Type C_2023-03-25
3.420282488171871,Beginner,Factory 6,2023-03-26,Factory 6_City E_Type B_2023-03-26
6.787871389192227,Intermediate,Factory 6,2023-03-27,Factory 6_City D_Type A_2023-03-27
8.344326256266339,Beginner,Factory 6,2023-03-28,Factory 6_City C_Type A_2023-03-28
6.710073940053893,Intermediate,Factory 6,2023-03-29,Factory 6_City C_Type B_2023-03-29
7.054562607317624,Intermediate,Factory 6,2023-03-30,Factory 6_City C_Type C_2023-03-30
8.00620548379491,Intermediate,Factory 6,2023-03-31,Factory 6_City D_Type B_2023-03-31
9.750853535584,Advanced,Factory 6,2023-04-01,Factory 6_City B_Type A_2023-04-01
8.503778556204669,Beginner,Factory 6,2023-04-02,Factory 6_City C_Type B_2023-04-02
9.924316585110144,Intermediate,Factory 6,2023-04-03,Factory 6_City A_Type A_2023-04-03
7.496653961572658,Beginner,Factory 6,2023-04-04,Factory 6_City A_Type B_2023-04-04
5.196047952403862,Beginner,Factory 6,2023-04-05,Factory 6_City E_Type A_2023-04-05
8.00173188392145,Advanced,Factory 6,2023-04-06,Factory 6_City A_Type B_2023-04-06
4.268816652541203,Intermediate,Factory 6,2023-04-07,Factory 6_City E_Type C_2023-04-07
9.5510883144658,Advanced,Factory 6,2023-04-08,Factory 6_City A_Type C_2023-04-08
4.317654536962152,Advanced,Factory 6,2023-04-09,Factory 6_City C_Type A_2023-04-09
3.5880756624538503,Beginner,Factory 6,2023-04-10,Factory 6_City A_Type B_2023-04-10
4.71259928824241,Beginner,Factory 6,2023-04-11,Factory 6_City C_Type C_2023-04-11
1.8190456768566567,Intermediate,Factory 6,2023-04-12,Factory 6_City D_Type C_2023-04-12
3.024388778255994,Beginner,Factory 6,2023-04-13,Factory 6_City B_Type C_2023-04-13
6.192197197703917,Beginner,Factory 6,2023-04-14,Factory 6_City C_Type B_2023-04-14
2.462897706962821,Beginner,Factory 6,2023-04-15,Factory 6_City B_Type B_2023-04-15
4.047348240886885,Advanced,Factory 6,2023-04-16,Factory 6_City D_Type B_2023-04-16
6.371910040536575,Advanced,Factory 6,2023-04-17,Factory 6_City B_Type C_2023-04-17
8.037047535738017,Advanced,Factory 6,2023-04-18,Factory 6_City E_Type B_2023-04-18
4.72738446095032,Advanced,Factory 6,2023-04-19,Factory 6_City B_Type C_2023-04-19
5.312531176731034,Advanced,Factory 6,2023-04-20,Factory 6_City B_Type B_2023-04-20
2.009167459135967,Advanced,Factory 6,2023-04-21,Factory 6_City B_Type A_2023-04-21
5.427367692250097,Intermediate,Factory 6,2023-04-22,Factory 6_City B_Type B_2023-04-22
8.401067637429271,Beginner,Factory 6,2023-04-23,Factory 6_City C_Type B_2023-04-23
9.687009341625268,Intermediate,Factory 6,2023-04-24,Factory 6_City D_Type B_2023-04-24
9.162678064149643,Intermediate,Factory 6,2023-04-25,Factory 6_City C_Type C_2023-04-25
8.578622560403186,Beginner,Factory 6,2023-04-26,Factory 6_City D_Type C_2023-04-26
2.4264015303113,Intermediate,Factory 6,2023-04-27,Factory 6_City E_Type B_2023-04-27
9.410942786176191,Beginner,Factory 6,2023-04-28,Factory 6_City C_Type A_2023-04-28
8.192940312120705,Advanced,Factory 6,2023-04-29,Factory 6_City D_Type B_2023-04-29
3.941591407952627,Advanced,Factory 6,2023-04-30,Factory 6_City B_Type C_2023-04-30
2.7116937508505568,Intermediate,Factory 6,2023-05-01,Factory 6_City A_Type C_2023-05-01
1.1621727181656718,Advanced,Factory 6,2023-05-02,Factory 6_City A_Type A_2023-05-02
8.511628356377031,Advanced,Factory 6,2023-05-03,Factory 6_City E_Type A_2023-05-03
1.5070787071535956,Advanced,Factory 6,2023-05-04,Factory 6_City A_Type A_2023-05-04
5.704795327994057,Intermediate,Factory 6,2023-05-05,Factory 6_City E_Type A_2023-05-05
5.102652409206982,Intermediate,Factory 6,2023-05-06,Factory 6_City E_Type C_2023-05-06
5.112758268181547,Beginner,Factory 6,2023-05-07,Factory 6_City B_Type B_2023-05-07
4.63203654303789,Advanced,Factory 6,2023-05-08,Factory 6_City D_Type B_2023-05-08
5.750645642197946,Intermediate,Factory 6,2023-05-09,Factory 6_City A_Type A_2023-05-09
3.775993113665004,Advanced,Factory 6,2023-05-10,Factory 6_City A_Type A_2023-05-10
3.8363669126981694,Intermediate,Factory 6,2023-05-11,Factory 6_City D_Type B_2023-05-11
4.331884906113959,Advanced,Factory 6,2023-05-12,Factory 6_City A_Type A_2023-05-12
4.163527704159881,Beginner,Factory 6,2023-05-13,Factory 6_City D_Type C_2023-05-13
1.1458468101369434,Intermediate,Factory 6,2023-05-14,Factory 6_City A_Type B_2023-05-14
6.260080438960361,Advanced,Factory 6,2023-05-15,Factory 6_City B_Type C_2023-05-15
8.772697060164042,Advanced,Factory 6,2023-05-16,Factory 6_City C_Type B_2023-05-16
3.224693516631292,Advanced,Factory 6,2023-05-17,Factory 6_City C_Type B_2023-05-17
6.97178007115876,Beginner,Factory 6,2023-05-18,Factory 6_City C_Type B_2023-05-18
7.849656165017498,Beginner,Factory 6,2023-05-19,Factory 6_City A_Type A_2023-05-19
6.340693146773485,Beginner,Factory 6,2023-05-20,Factory 6_City D_Type C_2023-05-20
4.034114058764203,Intermediate,Factory 6,2023-05-21,Factory 6_City C_Type C_2023-05-21
5.028969254304808,Advanced,Factory 6,2023-05-22,Factory 6_City B_Type B_2023-05-22
9.273181437474324,Intermediate,Factory 6,2023-05-23,Factory 6_City B_Type C_2023-05-23
