factory,location,date,machine_type,machine_utilization_pcnt,machine_downtime_hours,machine_age_years,cycle_time_minutes,energy_consumption_kwh,energy_efficiency_rating,co2_emissions_kg,factory_machine
Factory 6,City C,2023-10-03,Type B,71.59611524661739,2.6740619373248844,10,6.458587815848185,458.01901831870833,C,58.39555664545695,Factory 6_City C_Type B_2023-10-03
Factory 6,City D,2023-10-04,Type A,92.86275846297042,6.504546420215906,12,14.47703904422807,363.6214668765996,D,99.39494267128728,Factory 6_City D_Type A_2023-10-04
Factory 6,City B,2023-10-05,Type C,72.7467053274814,7.872496529245858,7,7.113532785475076,295.212122662466,A,64.43359061169515,Factory 6_City B_Type C_2023-10-05
Factory 6,City E,2023-10-06,Type A,78.72116399575253,3.735913529245307,7,11.93802271802326,496.7664633000135,D,161.5217185257448,Factory 6_City E_Type A_2023-10-06
Factory 6,City A,2023-10-07,Type C,94.94800924102216,4.923734425605048,9,5.416231111512016,386.93714659112806,D,153.06865858193527,Factory 6_City A_Type C_2023-10-07
Factory 6,City C,2023-10-08,Type C,89.78237276122307,2.656775413763896,7,10.524588491342609,163.6948010632292,D,64.17354604528573,Factory 6_City C_Type C_2023-10-08
Factory 6,City D,2023-10-09,Type A,71.77618395143372,6.917519899849652,6,13.504519004049165,447.85330688765936,C,174.01308053837272,Factory 6_City D_Type A_2023-10-09
Factory 6,City C,2023-10-10,Type C,72.325789626485,4.139274416124855,2,13.662834026342114,185.22322156810583,D,170.48144964471174,Factory 6_City C_Type C_2023-10-10
Factory 6,City D,2023-10-11,Type C,73.00789260742883,4.075479114854329,8,5.553221984216028,182.74687015372027,A,142.09927053439296,Factory 6_City D_Type C_2023-10-11
Factory 6,City D,2023-10-12,Type A,88.98941703352106,5.123225105986939,13,12.036227120585032,313.90216527129206,B,139.6905648706668,Factory 6_City D_Type A_2023-10-12
Factory 6,City D,2023-10-13,Type A,89.99133187364106,7.378053986827919,6,9.367061157607717,155.54138841042536,D,148.34666224875872,Factory 6_City D_Type A_2023-10-13
Factory 6,City C,2023-10-14,Type A,92.57197694987188,2.57684116668316,5,11.745563590520636,359.0678038640905,B,141.04947162492297,Factory 6_City C_Type A_2023-10-14
Factory 6,City E,2023-10-15,Type A,71.63084653009885,1.9148117239356424,12,12.601168032606532,211.8263416852812,B,71.31485941742491,Factory 6_City E_Type A_2023-10-15
Factory 6,City B,2023-10-16,Type C,70.9393210990845,1.803273416802175,2,9.804233546889192,206.0456053498972,A,173.07739846822017,Factory 6_City B_Type C_2023-10-16
Factory 6,City B,2023-10-17,Type C,80.4004582103055,0.6654708300984051,3,13.522715685919469,218.17298776188895,D,93.42102788365276,Factory 6_City B_Type C_2023-10-17
Factory 6,City B,2023-10-18,Type A,92.91081334726618,4.5883983236902655,13,12.533161939498594,120.81928192871771,C,166.38619217787604,Factory 6_City B_Type A_2023-10-18
Factory 6,City A,2023-10-19,Type C,74.36429677646149,1.444329419540992,2,10.919113063011132,441.5380386335888,B,119.42086676497982,Factory 6_City A_Type C_2023-10-19
Factory 6,City A,2023-10-20,Type C,76.35519518640979,3.584046861278286,8,5.983853096213929,270.8591380129284,B,187.6212735856253,Factory 6_City A_Type C_2023-10-20
Factory 6,City C,2023-10-21,Type C,88.25309359176725,1.2994956004878624,5,12.405242540619064,154.31995030386133,D,83.0301646809692,Factory 6_City C_Type C_2023-10-21
Factory 6,City D,2023-10-22,Type C,91.49179987057504,0.9890202048312052,14,11.671673963623537,383.7241795114931,D,196.20151851792937,Factory 6_City D_Type C_2023-10-22
Factory 6,City E,2023-10-23,Type A,85.52888727438564,6.81540286131129,11,14.141108793759251,463.4544113919277,D,183.0030840762944,Factory 6_City E_Type A_2023-10-23
Factory 6,City E,2023-10-24,Type C,92.89456267365765,6.793024470282947,8,10.918670025070751,276.1264300440265,B,183.5402657438354,Factory 6_City E_Type C_2023-10-24
Factory 6,City C,2023-10-25,Type B,83.74864980189454,2.630031420707856,3,8.110635791608193,350.921261452356,B,102.19951280355386,Factory 6_City C_Type B_2023-10-25
Factory 6,City E,2023-10-26,Type A,75.80771017216216,4.680254497003567,10,12.56855354566803,216.96062295822844,A,134.7304063839154,Factory 6_City E_Type A_2023-10-26
Factory 6,City B,2023-10-27,Type B,91.61991876954002,5.003584779301532,1,7.431205257589223,219.68683038996696,D,68.71171120206222,Factory 6_City B_Type B_2023-10-27
Factory 6,City D,2023-10-28,Type A,74.0281415224986,1.2573633127437196,5,8.862799688534569,460.3217203152269,C,182.31814574160555,Factory 6_City D_Type A_2023-10-28
Factory 6,City C,2023-10-29,Type B,91.93387805885703,2.002278466159716,12,12.521494093589222,248.63494237517384,D,93.85917627182371,Factory 6_City C_Type B_2023-10-29
Factory 6,City C,2023-10-30,Type A,71.42609204229026,1.900855894726047,7,5.007647663224981,355.7450692529634,D,151.55523252971125,Factory 6_City C_Type A_2023-10-30
Factory 6,City E,2023-10-31,Type A,84.66660507610204,2.251233245230929,6,12.979534326999698,106.54703340094778,A,86.44809110394058,Factory 6_City E_Type A_2023-10-31
Factory 6,City C,2023-11-01,Type B,77.56297693724588,6.747328325692489,11,7.521485785055316,444.4296862863733,A,110.41941075680391,Factory 6_City C_Type B_2023-11-01
Factory 6,City D,2023-11-02,Type B,79.15554079191247,6.627893009068187,7,6.066772963342566,228.57628954888528,B,133.18192733455652,Factory 6_City D_Type B_2023-11-02
Factory 6,City C,2023-11-03,Type C,84.75891467813072,0.5887827681240037,3,6.960286030458702,107.49033890831092,A,64.29823830284478,Factory 6_City C_Type C_2023-11-03
Factory 6,City E,2023-11-04,Type B,89.56124384826602,2.297970871480241,2,8.552174156508972,378.99184181511833,C,115.97387865631288,Factory 6_City E_Type B_2023-11-04
Factory 6,City B,2023-11-05,Type B,76.86485678324996,3.497507397040412,2,5.371361555121906,264.5258605772363,C,73.26250207366665,Factory 6_City B_Type B_2023-11-05
Factory 6,City C,2023-11-06,Type A,70.21038857611268,6.654565776013211,1,13.386691196427565,187.5179891332125,B,106.2079935182082,Factory 6_City C_Type A_2023-11-06
Factory 6,City E,2023-11-07,Type C,90.15034245009338,3.585613164449648,3,10.799466315026836,487.3890983025821,D,63.6521623025166,Factory 6_City E_Type C_2023-11-07
Factory 6,City A,2023-11-08,Type B,86.91326196897643,5.869245287656712,10,6.318954830276431,359.0154178118007,A,76.66916197891584,Factory 6_City A_Type B_2023-11-08
Factory 6,City A,2023-11-09,Type A,93.31801193848932,1.3475873884504388,14,11.02236907836659,415.8689534870402,B,126.38915729737204,Factory 6_City A_Type A_2023-11-09
Factory 6,City B,2023-11-10,Type A,71.37328301061595,6.432426477058992,12,6.0820925142137385,348.1194436595432,D,82.80529955402305,Factory 6_City B_Type A_2023-11-10
Factory 6,City C,2023-11-11,Type A,72.2816692356193,2.997540860809158,13,12.233377332684364,266.6982365094502,A,71.89631490026845,Factory 6_City C_Type A_2023-11-11
Factory 6,City B,2023-11-12,Type C,89.6645261604204,0.7211220729275638,5,11.374367364076315,354.9965338299372,A,184.3549795982412,Factory 6_City B_Type C_2023-11-12
Factory 6,City C,2023-11-13,Type A,87.92653103142607,7.364556597964466,7,7.003414837036869,188.85217097417677,A,183.0807832285371,Factory 6_City C_Type A_2023-11-13
Factory 6,City E,2023-11-14,Type C,76.5707792372528,4.764039838884567,8,13.132543348418666,285.0251692509314,D,109.5252577459648,Factory 6_City E_Type C_2023-11-14
Factory 6,City A,2023-11-15,Type A,85.11554842688366,3.663675922653868,7,13.217567949239465,149.53478035923754,A,199.94743015107989,Factory 6_City A_Type A_2023-11-15
Factory 6,City B,2023-11-16,Type A,71.826898740182,7.524667621131762,8,6.27859238935362,268.0149037115921,A,125.50269227944096,Factory 6_City B_Type A_2023-11-16
Factory 6,City D,2023-11-17,Type B,73.0696227935903,4.726752367252409,5,5.225353503884168,232.89134553998792,D,115.9558968034983,Factory 6_City D_Type B_2023-11-17
Factory 6,City A,2023-11-18,Type C,76.91042617011084,2.507064642368533,7,10.33161062586909,199.05269012264085,B,150.1025169151738,Factory 6_City A_Type C_2023-11-18
Factory 6,City C,2023-11-19,Type C,78.65528318398736,3.394174581369364,9,5.490491422599416,402.2981514533586,A,196.0109438070004,Factory 6_City C_Type C_2023-11-19
Factory 6,City D,2023-11-20,Type B,70.18688966171425,6.3987891386972064,1,14.010872063406437,214.4856944921883,B,178.63865226784745,Factory 6_City D_Type B_2023-11-20
Factory 6,City D,2023-11-21,Type C,71.04970875237765,7.385670133125204,9,10.93800666056632,341.07964820114535,B,95.42788873268702,Factory 6_City D_Type C_2023-11-21
Factory 6,City B,2023-11-22,Type A,94.69207277672828,6.124475694516359,5,7.574470455164502,484.7582795901671,C,72.15945002252302,Factory 6_City B_Type A_2023-11-22
Factory 6,City C,2023-11-23,Type C,89.41779444727283,0.5653180324016258,7,13.460436542514373,499.46600169444986,A,57.23066881517548,Factory 6_City C_Type C_2023-11-23
Factory 6,City A,2023-11-24,Type C,74.6211991051661,3.028693856099664,12,9.744235390520274,489.3934532963506,C,163.30576454511333,Factory 6_City A_Type C_2023-11-24
Factory 6,City D,2023-11-25,Type C,81.43856374326323,1.4690378214105877,12,7.333498494759655,373.9535615267951,A,60.33992256079228,Factory 6_City D_Type C_2023-11-25
Factory 6,City C,2023-11-26,Type C,73.96551648999645,5.116252994461841,8,13.156295215018735,251.75111885596624,D,185.8722584073183,Factory 6_City C_Type C_2023-11-26
Factory 6,City B,2023-11-27,Type B,86.68254090909426,1.6569011632347488,4,10.309208268903642,202.43812589285037,C,185.59162396550596,Factory 6_City B_Type B_2023-11-27
Factory 6,City D,2023-11-28,Type C,76.19872595830533,3.7351526735092815,12,6.936224281662373,391.0411687655013,C,109.87488263302576,Factory 6_City D_Type C_2023-11-28
Factory 6,City B,2023-11-29,Type B,74.53196194663396,3.0146710151016816,12,14.686887040696517,172.57321467013105,A,104.72238340522424,Factory 6_City B_Type B_2023-11-29
Factory 6,City A,2023-11-30,Type C,79.18306395709659,7.529562219036425,4,14.485395059088315,322.1807821559178,A,190.0725890328637,Factory 6_City A_Type C_2023-11-30
Factory 6,City A,2023-12-01,Type C,94.30728866219746,5.750919443405239,14,6.31697159850907,367.4516865679497,B,182.97988182473637,Factory 6_City A_Type C_2023-12-01
Factory 6,City A,2023-12-02,Type A,78.3741255372978,1.7549134386464198,12,9.271869967268872,229.94432450414627,B,52.35089326281383,Factory 6_City A_Type A_2023-12-02
Factory 6,City D,2023-12-03,Type C,94.63316339888162,0.3252549494856884,11,12.262802683292556,177.7782706595289,B,162.5613894773401,Factory 6_City D_Type C_2023-12-03
Factory 6,City C,2023-12-04,Type B,84.9889271554666,2.627346387853817,7,14.56434790023222,472.5448395741667,D,141.33373202727554,Factory 6_City C_Type B_2023-12-04
Factory 6,City D,2023-12-05,Type B,71.78610383751327,1.6116365902729095,13,9.15761691872497,135.92152062961716,D,180.18397563450128,Factory 6_City D_Type B_2023-12-05
Factory 6,City D,2023-12-06,Type B,80.77990628735778,4.802823048460657,2,8.504070563380228,473.1254998466984,A,110.04490921788393,Factory 6_City D_Type B_2023-12-06
Factory 6,City C,2023-12-07,Type C,74.6989027164141,1.0844531365695556,5,6.035187180704047,118.05615128560594,D,143.00206065446514,Factory 6_City C_Type C_2023-12-07
Factory 6,City C,2023-12-08,Type C,78.62676005176259,2.8669580940974413,6,5.678996407863806,402.89295914687017,C,65.54266148686715,Factory 6_City C_Type C_2023-12-08
Factory 6,City E,2023-12-09,Type C,90.14758457203271,3.4926885571362662,8,8.306037508266773,346.9410538296861,B,173.18771835369378,Factory 6_City E_Type C_2023-12-09
Factory 6,City D,2023-12-10,Type C,90.1090646083132,5.081285182767949,9,10.025623863037715,114.9098884606258,A,112.846987398409,Factory 6_City D_Type C_2023-12-10
Factory 6,City E,2023-12-11,Type B,84.92583085956208,6.987802732610455,9,14.744141110431304,110.39092165314592,C,192.93692606171183,Factory 6_City E_Type B_2023-12-11
Factory 6,City A,2023-12-12,Type C,92.3836033446086,0.5093142821397825,7,8.74454282312925,331.65953697689235,C,132.05690276380312,Factory 6_City A_Type C_2023-12-12
Factory 6,City B,2023-12-13,Type C,84.14309253946641,3.841159040379511,10,9.423359180168427,324.52396541954295,A,68.01790747296508,Factory 6_City B_Type C_2023-12-13
Factory 6,City A,2023-12-14,Type A,80.88167273496819,6.154279848328181,8,9.472879585141992,399.9856474146097,D,59.24602074230378,Factory 6_City A_Type A_2023-12-14
Factory 6,City E,2023-12-15,Type B,70.13957273968579,6.94848627495203,1,8.474830544355004,180.2664347724927,C,135.22889390215948,Factory 6_City E_Type B_2023-12-15
Factory 6,City D,2023-12-16,Type B,94.0003227689848,5.602124779448223,2,10.077530679281727,381.0550942274978,D,173.35618743597314,Factory 6_City D_Type B_2023-12-16
Factory 6,City D,2023-12-17,Type A,84.43126642578521,6.990906546051317,6,8.248941020873836,361.5870025604473,A,80.49207184702404,Factory 6_City D_Type A_2023-12-17
Factory 6,City E,2023-12-18,Type A,76.38217848856513,5.12923967804722,10,14.435534110758953,476.9050989776714,A,189.3725273368358,Factory 6_City E_Type A_2023-12-18
Factory 6,City A,2023-12-19,Type B,82.94933909684396,6.3177870086725445,14,13.794282920333403,260.1040696878384,B,151.77335424236264,Factory 6_City A_Type B_2023-12-19
Factory 6,City C,2023-12-20,Type C,80.9879732167231,4.306227806749034,8,5.785395708480776,206.0066647716505,D,98.23495534654992,Factory 6_City C_Type C_2023-12-20
Factory 6,City B,2023-12-21,Type B,72.66509544230293,5.095124763047108,4,5.631291958856309,207.76282023757145,A,126.36095959433185,Factory 6_City B_Type B_2023-12-21
Factory 6,City A,2023-12-22,Type C,88.97815189664024,5.343449536335963,1,6.77426065855527,408.6801055833134,A,172.42242737729345,Factory 6_City A_Type C_2023-12-22
Factory 6,City E,2023-12-23,Type C,71.65364680406891,4.170652864179491,14,5.395311601074794,102.03871232581636,D,91.93884633162872,Factory 6_City E_Type C_2023-12-23
Factory 6,City A,2023-12-24,Type A,76.59731404496908,7.617908229219596,9,14.084170630673276,485.8116092155681,D,113.24084777497517,Factory 6_City A_Type A_2023-12-24
Factory 6,City C,2023-12-25,Type B,83.63479790520154,7.817531600418395,1,7.476597947973578,312.65783057348074,A,193.54145456800228,Factory 6_City C_Type B_2023-12-25
Factory 6,City D,2023-12-26,Type B,83.78696413641717,6.6877884216064825,3,6.407287705773742,237.8265492112412,A,68.6293364221039,Factory 6_City D_Type B_2023-12-26
Factory 6,City C,2023-12-27,Type A,89.23771465679172,4.541079521229685,7,14.63124194420589,414.4075537701834,C,78.77083949498153,Factory 6_City C_Type A_2023-12-27
Factory 6,City A,2023-12-28,Type B,88.71089707922908,2.516296358748124,14,9.492657340612045,408.7522324545941,D,164.93846021590153,Factory 6_City A_Type B_2023-12-28
Factory 6,City B,2023-12-29,Type C,90.17505112096352,6.186702744144863,8,8.80061229432659,459.2469098126911,B,121.6602281016416,Factory 6_City B_Type C_2023-12-29
Factory 6,City D,2023-12-30,Type C,89.00610094438076,0.9582925773792166,12,8.016699225227214,418.8937814444264,B,59.78104453307416,Factory 6_City D_Type C_2023-12-30
Factory 6,City E,2023-12-31,Type C,89.9449969148692,2.4102615707044004,4,5.392736997745784,213.81032683150607,C,120.17700850550747,Factory 6_City E_Type C_2023-12-31
Factory 7,City E,2023-01-01,Type A,83.24684246878604,5.254807549508665,12,8.739740933968697,407.3269963976528,C,52.11112191654557,Factory 7_City E_Type A_2023-01-01
Factory 7,City A,2023-01-02,Type A,85.16359458162701,3.0196804213799755,7,12.944808275173802,305.50971846165584,B,109.57108366583496,Factory 7_City A_Type A_2023-01-02
Factory 7,City D,2023-01-03,Type B,89.30308307941189,5.698762059375077,11,10.30480828661988,322.3291297616013,D,148.0397487502349,Factory 7_City D_Type B_2023-01-03
Factory 7,City C,2023-01-04,Type B,92.7368106717264,7.31798298621855,2,9.338263632202452,133.55230806469737,A,83.53529272017785,Factory 7_City C_Type B_2023-01-04
Factory 7,City B,2023-01-05,Type B,92.35025988659764,1.3388871390693584,8,9.2182760942814,383.4793725601629,C,77.40409539935615,Factory 7_City B_Type B_2023-01-05
Factory 7,City A,2023-01-06,Type C,81.88712786294235,7.646336843293614,7,5.203508804834557,190.56419523269125,B,56.516851437055166,Factory 7_City A_Type C_2023-01-06
Factory 7,City A,2023-01-07,Type B,83.09966572403614,1.715645925027351,2,12.375824670481911,241.3177399286524,A,156.56250277205967,Factory 7_City A_Type B_2023-01-07
Factory 7,City E,2023-01-08,Type C,92.11936867390337,7.795360846318238,6,13.229183448713002,312.74076940941603,D,57.55233567796508,Factory 7_City E_Type C_2023-01-08
Factory 7,City D,2023-01-09,Type C,90.2586156894546,2.925221466180264,1,7.785788129019536,261.06800861877963,A,153.0443129404947,Factory 7_City D_Type C_2023-01-09
Factory 7,City A,2023-01-10,Type B,81.20284738990196,5.423310081927757,4,6.493854451431393,439.18247365054657,C,93.71120945537336,Factory 7_City A_Type B_2023-01-10
Factory 7,City C,2023-01-11,Type C,89.70757769071662,4.88828523501352,6,13.859388420175328,444.9026286097624,B,164.61881747088432,Factory 7_City C_Type C_2023-01-11
Factory 7,City D,2023-01-12,Type B,91.93561227908305,0.6277784980129253,1,13.465800119277592,205.9073753122633,C,143.85797140832804,Factory 7_City D_Type B_2023-01-12
Factory 7,City E,2023-01-13,Type B,75.86831122855703,5.76732251160835,5,6.832300160713881,207.0962783550876,A,145.49406001061578,Factory 7_City E_Type B_2023-01-13
Factory 7,City D,2023-01-14,Type B,83.8173377263202,4.442783561091057,9,11.351622284896871,181.71167076023875,C,171.97276876880676,Factory 7_City D_Type B_2023-01-14
Factory 7,City C,2023-01-15,Type C,85.35087536503555,4.093039999077652,8,5.082049123203921,285.1146766288192,C,173.24378000775576,Factory 7_City C_Type C_2023-01-15
Factory 7,City A,2023-01-16,Type A,74.3704638202999,1.9187780380207915,10,9.754561030052113,159.88186912861573,B,60.251945313747605,Factory 7_City A_Type A_2023-01-16
Factory 7,City E,2023-01-17,Type A,75.12749754085185,5.552291795890651,8,9.845726224392806,261.8102228594736,C,196.5478071719444,Factory 7_City E_Type A_2023-01-17
Factory 7,City E,2023-01-18,Type A,81.14498704803273,7.31535768581558,10,12.95020487138954,454.3244898432691,A,149.9915177605833,Factory 7_City E_Type A_2023-01-18
Factory 7,City B,2023-01-19,Type A,76.94997283652492,7.711003625294104,11,14.66610201023334,457.1243655214151,D,108.50329439095444,Factory 7_City B_Type A_2023-01-19
Factory 7,City A,2023-01-20,Type C,93.32623492222056,5.284879829691478,2,8.449960142600954,220.92225764436645,B,88.43400822338472,Factory 7_City A_Type C_2023-01-20
Factory 7,City C,2023-01-21,Type B,72.79042035920243,7.762509269285184,6,5.57764818957488,277.4367081674103,B,160.07792700280757,Factory 7_City C_Type B_2023-01-21
Factory 7,City D,2023-01-22,Type C,76.08095062053744,5.576683887513224,13,10.707143479940443,397.805646776114,D,101.84309110816535,Factory 7_City D_Type C_2023-01-22
Factory 7,City A,2023-01-23,Type C,85.60209125046089,2.9946488255245614,12,6.10474492206246,299.52107277942355,D,108.4481060557761,Factory 7_City A_Type C_2023-01-23
Factory 7,City A,2023-01-24,Type C,78.84228602769511,4.220592818906032,14,13.286876152565451,153.21181839727714,C,71.66536789492282,Factory 7_City A_Type C_2023-01-24
Factory 7,City B,2023-01-25,Type C,86.14797645759234,2.052769950512693,1,7.199176924926178,166.8002490341645,B,177.71300558804234,Factory 7_City B_Type C_2023-01-25
Factory 7,City E,2023-01-26,Type B,73.43267324943028,4.144559451705894,4,9.774814957489674,143.3304363609607,D,126.01315317167324,Factory 7_City E_Type B_2023-01-26
Factory 7,City A,2023-01-27,Type B,86.29263446318228,7.881450067176328,12,9.93389062491138,119.91262239146434,A,58.852710313495095,Factory 7_City A_Type B_2023-01-27
Factory 7,City E,2023-01-28,Type B,91.75057901284045,0.1563449042483888,4,6.7716173705663785,361.49094227416384,D,143.8974510136297,Factory 7_City E_Type B_2023-01-28
Factory 7,City D,2023-01-29,Type B,85.16356523427284,1.799474122728645,14,11.965742349920705,191.70133311741128,A,73.74095495571949,Factory 7_City D_Type B_2023-01-29
Factory 7,City E,2023-01-30,Type A,79.41343761821351,7.563527839488567,8,10.118721192889163,148.76661218054173,D,122.51755417609095,Factory 7_City E_Type A_2023-01-30
Factory 7,City A,2023-01-31,Type C,81.53132562287549,7.575084015488922,14,5.666666796456008,232.45991361161177,B,66.51829938517108,Factory 7_City A_Type C_2023-01-31
Factory 7,City D,2023-02-01,Type B,93.56774559003638,5.444142311564784,3,9.07577306212211,497.40420098041926,B,133.32332132026713,Factory 7_City D_Type B_2023-02-01
Factory 7,City C,2023-02-02,Type C,76.54260175570238,7.021426002976445,13,12.728187724647263,396.4384014207352,C,59.16518161807316,Factory 7_City C_Type C_2023-02-02
Factory 7,City E,2023-02-03,Type A,91.8869488556421,4.057761449168021,14,12.990635475913413,472.0405150386505,B,190.2723090643352,Factory 7_City E_Type A_2023-02-03
Factory 7,City D,2023-02-04,Type A,72.87252874002877,4.570461597598297,9,13.289387292105715,339.5783316536428,A,124.1389416656142,Factory 7_City D_Type A_2023-02-04
Factory 7,City D,2023-02-05,Type C,80.69283727991687,2.9617935472261667,14,10.249668852018624,410.0306629151278,C,166.40089344334717,Factory 7_City D_Type C_2023-02-05
Factory 7,City D,2023-02-06,Type C,91.70414133924652,1.7375235763354668,13,13.321691399013265,413.88455147981153,B,93.53805652478734,Factory 7_City D_Type C_2023-02-06
Factory 7,City C,2023-02-07,Type A,75.734025159269,4.151103579195056,3,6.170265675135749,112.65907698472634,A,165.09729171025572,Factory 7_City C_Type A_2023-02-07
Factory 7,City A,2023-02-08,Type B,74.42017861967018,2.2967216247957625,5,8.57349139168787,270.7743993534832,B,189.69061281835224,Factory 7_City A_Type B_2023-02-08
Factory 7,City A,2023-02-09,Type B,83.57939409519972,0.7579117745305268,1,10.604644162286672,296.44919964428834,B,173.2549930661583,Factory 7_City A_Type B_2023-02-09
Factory 7,City D,2023-02-10,Type B,74.89890593750657,1.3863307864035717,8,8.163254231506183,152.18402573745422,A,186.5665706154277,Factory 7_City D_Type B_2023-02-10
Factory 7,City D,2023-02-11,Type B,85.57979737276311,1.151559747882092,6,8.870787631420574,148.91659104140027,A,69.79801164100552,Factory 7_City D_Type B_2023-02-11
Factory 7,City B,2023-02-12,Type C,70.34579131951297,2.3584298316245373,3,9.66013006732072,131.96029302881405,A,136.7769591740568,Factory 7_City B_Type C_2023-02-12
Factory 7,City A,2023-02-13,Type A,83.79288197417019,1.248724185487644,11,9.445256391069243,323.0965535388807,A,116.4147768791492,Factory 7_City A_Type A_2023-02-13
Factory 7,City A,2023-02-14,Type C,91.50697451773688,1.239670809543779,5,14.067141089524458,414.1998525773168,D,85.72675163380549,Factory 7_City A_Type C_2023-02-14
Factory 7,City D,2023-02-15,Type C,79.99162264389355,2.029566930240695,8,10.150198744417152,418.3024074494006,C,192.3948621213869,Factory 7_City D_Type C_2023-02-15
Factory 7,City D,2023-02-16,Type A,93.4359200720822,2.0813410440241515,9,10.127917515347182,294.4279268433944,A,173.0925409983133,Factory 7_City D_Type A_2023-02-16
Factory 7,City A,2023-02-17,Type B,92.48580919065483,1.640157358241309,10,6.113658293799363,317.5944426015289,B,183.9705388190889,Factory 7_City A_Type B_2023-02-17
Factory 7,City B,2023-02-18,Type C,93.75467429006,4.1028768753188585,11,14.329367163365058,156.51175385511934,A,51.142176268795495,Factory 7_City B_Type C_2023-02-18
Factory 7,City E,2023-02-19,Type B,70.26150828095507,3.437656580402093,7,11.81875685033199,367.212498968809,A,92.50341810690944,Factory 7_City E_Type B_2023-02-19
Factory 7,City D,2023-02-20,Type C,85.48845104411552,0.3563074658173617,10,13.548829034338018,172.14868271086186,B,149.67562801285126,Factory 7_City D_Type C_2023-02-20
Factory 7,City C,2023-02-21,Type A,90.77652507488676,3.7387164347701,2,14.81353250049017,144.436754689543,D,179.71876374279466,Factory 7_City C_Type A_2023-02-21
Factory 7,City B,2023-02-22,Type B,72.75267996058687,1.6020375225482706,14,13.035047006396358,257.3946415707028,B,81.76790774849715,Factory 7_City B_Type B_2023-02-22
Factory 7,City A,2023-02-23,Type A,91.80933654565848,3.635086540986298,13,8.012888236312328,356.1299236467611,A,171.6698160126963,Factory 7_City A_Type A_2023-02-23
Factory 7,City A,2023-02-24,Type A,73.46243313933265,0.9390632736620868,9,7.530309518799695,132.8061537505561,A,183.6321007897268,Factory 7_City A_Type A_2023-02-24
Factory 7,City B,2023-02-25,Type B,86.46932400419317,7.111944369800997,7,14.849887022447149,106.61524037812916,B,87.71479447466075,Factory 7_City B_Type B_2023-02-25
Factory 7,City D,2023-02-26,Type A,73.0643446446567,7.967282278938615,8,6.889285230510285,327.14255546738207,C,73.8929030326394,Factory 7_City D_Type A_2023-02-26
Factory 7,City B,2023-02-27,Type A,87.16320461226684,4.908581987439402,5,11.769546762873894,442.3876828405196,B,186.4638734676776,Factory 7_City B_Type A_2023-02-27
Factory 7,City D,2023-02-28,Type B,79.77433022676006,2.481187728680112,11,9.295718643596937,352.2118324337838,A,185.0662074654379,Factory 7_City D_Type B_2023-02-28
Factory 7,City C,2023-03-01,Type C,94.53986705591164,7.525498801434377,13,14.30575902989839,317.6585329076265,A,101.63968690960576,Factory 7_City C_Type C_2023-03-01
Factory 7,City B,2023-03-02,Type A,85.55000383282378,4.923075412702003,8,8.048604461217444,135.23162914377224,A,65.53814330453993,Factory 7_City B_Type A_2023-03-02
Factory 7,City D,2023-03-03,Type B,93.04337283763626,1.7247227676596395,11,6.7786998886972825,441.338895355532,D,178.90813823741527,Factory 7_City D_Type B_2023-03-03
Factory 7,City A,2023-03-04,Type C,91.51602086603953,2.487985743553309,1,11.29520975120391,386.41087744632216,C,181.214764823176,Factory 7_City A_Type C_2023-03-04
Factory 7,City C,2023-03-05,Type B,77.24159120064597,7.209739622835324,9,10.399399091353704,254.55491449982597,B,110.70655947444544,Factory 7_City C_Type B_2023-03-05
Factory 7,City C,2023-03-06,Type C,72.53867715850424,3.0347868455249136,12,13.909834761550146,167.8669261085063,A,144.437145178785,Factory 7_City C_Type C_2023-03-06
Factory 7,City C,2023-03-07,Type B,81.71135699707585,3.194802938911113,10,7.977202601358906,318.5951097038378,A,177.62459781793908,Factory 7_City C_Type B_2023-03-07
Factory 7,City C,2023-03-08,Type B,75.98913771635979,1.9383660481842175,6,9.382191494856592,456.27503483049264,D,71.19858185566679,Factory 7_City C_Type B_2023-03-08
Factory 7,City A,2023-03-09,Type B,72.19969912634923,3.3483733486881126,9,6.976032202802073,214.06970686633423,D,58.49515969416613,Factory 7_City A_Type B_2023-03-09
Factory 7,City E,2023-03-10,Type A,93.99006510940788,5.363610790423938,8,12.94688275295736,488.6651144056542,B,173.15502050152418,Factory 7_City E_Type A_2023-03-10
Factory 7,City A,2023-03-11,Type C,94.03142675643576,1.036793689206215,13,11.870468973684186,201.478012550828,B,139.6225743556033,Factory 7_City A_Type C_2023-03-11
Factory 7,City B,2023-03-12,Type C,94.9226255981878,5.0961880982579295,4,10.39213692919299,172.82944139953776,A,130.45127917757122,Factory 7_City B_Type C_2023-03-12
Factory 7,City C,2023-03-13,Type B,76.71512454866951,3.5123522083958685,5,12.588530028668904,271.3125098561951,D,117.57825589502414,Factory 7_City C_Type B_2023-03-13
Factory 7,City A,2023-03-14,Type B,72.11962883730587,7.890833826746932,11,12.81819087363507,423.4369649615927,D,197.7004541389072,Factory 7_City A_Type B_2023-03-14
Factory 7,City C,2023-03-15,Type C,93.36878491928633,3.3832739394061493,6,13.574669039872033,385.4106937863188,D,170.6841135852572,Factory 7_City C_Type C_2023-03-15
Factory 7,City E,2023-03-16,Type C,90.33756277943884,7.357800210363126,5,12.101687167888038,423.095460437024,D,95.00370004347506,Factory 7_City E_Type C_2023-03-16
