team_size,key_point
8,Factory 4_City B_Type A_2023-06-26
6,Factory 4_City B_Type A_2023-06-27
14,Factory 4_City B_Type A_2023-06-28
11,Factory 4_City A_Type B_2023-06-29
16,Factory 4_City C_Type C_2023-06-30
14,Factory 4_City E_Type A_2023-07-01
17,Factory 4_City C_Type B_2023-07-02
14,Factory 4_City A_Type B_2023-07-03
8,Factory 4_City D_Type B_2023-07-04
14,Factory 4_City D_Type A_2023-07-05
17,Factory 4_City B_Type A_2023-07-06
7,Factory 4_City C_Type C_2023-07-07
9,Factory 4_City D_Type B_2023-07-08
9,Factory 4_City C_Type C_2023-07-09
11,Factory 4_City A_Type C_2023-07-10
5,Factory 4_City D_Type B_2023-07-11
9,Factory 4_City B_Type B_2023-07-12
13,Factory 4_City D_Type B_2023-07-13
6,Factory 4_City D_Type B_2023-07-14
15,Factory 4_City C_Type C_2023-07-15
10,Factory 4_City D_Type A_2023-07-16
8,Factory 4_City C_Type B_2023-07-17
12,Factory 4_City C_Type C_2023-07-18
17,Factory 4_City E_Type B_2023-07-19
15,Factory 4_City D_Type A_2023-07-20
12,Factory 4_City A_Type B_2023-07-21
10,Factory 4_City C_Type B_2023-07-22
17,Factory 4_City A_Type C_2023-07-23
18,Factory 4_City A_Type A_2023-07-24
9,Factory 4_City C_Type A_2023-07-25
18,Factory 4_City B_Type B_2023-07-26
7,Factory 4_City D_Type A_2023-07-27
18,Factory 4_City A_Type A_2023-07-28
11,Factory 4_City B_Type A_2023-07-29
6,Factory 4_City D_Type C_2023-07-30
7,Factory 4_City D_Type B_2023-07-31
12,Factory 4_City D_Type B_2023-08-01
16,Factory 4_City B_Type B_2023-08-02
7,Factory 4_City B_Type C_2023-08-03
18,Factory 4_City D_Type C_2023-08-04
13,Factory 4_City D_Type B_2023-08-05
9,Factory 4_City E_Type C_2023-08-06
17,Factory 4_City D_Type B_2023-08-07
14,Factory 4_City E_Type C_2023-08-08
9,Factory 4_City B_Type A_2023-08-09
14,Factory 4_City D_Type C_2023-08-10
11,Factory 4_City D_Type C_2023-08-11
7,Factory 4_City A_Type C_2023-08-12
15,Factory 4_City E_Type A_2023-08-13
15,Factory 4_City D_Type B_2023-08-14
8,Factory 4_City E_Type C_2023-08-15
13,Factory 4_City E_Type A_2023-08-16
18,Factory 4_City C_Type A_2023-08-17
5,Factory 4_City E_Type A_2023-08-18
6,Factory 4_City D_Type B_2023-08-19
15,Factory 4_City A_Type C_2023-08-20
14,Factory 4_City B_Type C_2023-08-21
7,Factory 4_City B_Type B_2023-08-22
14,Factory 4_City B_Type B_2023-08-23
7,Factory 4_City B_Type A_2023-08-24
7,Factory 4_City C_Type B_2023-08-25
6,Factory 4_City A_Type C_2023-08-26
5,Factory 4_City A_Type A_2023-08-27
11,Factory 4_City A_Type C_2023-08-28
17,Factory 4_City A_Type C_2023-08-29
11,Factory 4_City A_Type A_2023-08-30
9,Factory 4_City B_Type A_2023-08-31
7,Factory 4_City D_Type A_2023-09-01
19,Factory 4_City A_Type A_2023-09-02
9,Factory 4_City B_Type B_2023-09-03
19,Factory 4_City D_Type A_2023-09-04
13,Factory 4_City C_Type B_2023-09-05
16,Factory 4_City A_Type C_2023-09-06
17,Factory 4_City C_Type B_2023-09-07
19,Factory 4_City D_Type C_2023-09-08
13,Factory 4_City A_Type A_2023-09-09
18,Factory 4_City D_Type A_2023-09-10
8,Factory 4_City A_Type C_2023-09-11
5,Factory 4_City B_Type B_2023-09-12
16,Factory 4_City D_Type A_2023-09-13
17,Factory 4_City A_Type C_2023-09-14
12,Factory 4_City A_Type B_2023-09-15
12,Factory 4_City E_Type A_2023-09-16
19,Factory 4_City E_Type C_2023-09-17
18,Factory 4_City B_Type B_2023-09-18
15,Factory 4_City E_Type A_2023-09-19
18,Factory 4_City C_Type C_2023-09-20
9,Factory 4_City D_Type C_2023-09-21
16,Factory 4_City C_Type B_2023-09-22
13,Factory 4_City E_Type A_2023-09-23
16,Factory 4_City D_Type B_2023-09-24
13,Factory 4_City B_Type C_2023-09-25
6,Factory 4_City A_Type C_2023-09-26
19,Factory 4_City B_Type A_2023-09-27
18,Factory 4_City C_Type C_2023-09-28
19,Factory 4_City A_Type B_2023-09-29
16,Factory 4_City E_Type A_2023-09-30
12,Factory 4_City A_Type A_2023-10-01
10,Factory 4_City E_Type A_2023-10-02
16,Factory 4_City A_Type C_2023-10-03
14,Factory 4_City E_Type B_2023-10-04
17,Factory 4_City E_Type B_2023-10-05
19,Factory 4_City A_Type B_2023-10-06
13,Factory 4_City D_Type C_2023-10-07
14,Factory 4_City C_Type A_2023-10-08
15,Factory 4_City C_Type C_2023-10-09
8,Factory 4_City E_Type A_2023-10-10
8,Factory 4_City C_Type A_2023-10-11
14,Factory 4_City A_Type B_2023-10-12
14,Factory 4_City B_Type C_2023-10-13
5,Factory 4_City C_Type B_2023-10-14
14,Factory 4_City A_Type A_2023-10-15
10,Factory 4_City B_Type C_2023-10-16
10,Factory 4_City C_Type B_2023-10-17
7,Factory 4_City E_Type B_2023-10-18
13,Factory 4_City A_Type A_2023-10-19
13,Factory 4_City B_Type C_2023-10-20
16,Factory 4_City B_Type B_2023-10-21
8,Factory 4_City C_Type B_2023-10-22
12,Factory 4_City C_Type A_2023-10-23
14,Factory 4_City B_Type B_2023-10-24
6,Factory 4_City C_Type B_2023-10-25
15,Factory 4_City B_Type B_2023-10-26
16,Factory 4_City D_Type B_2023-10-27
5,Factory 4_City A_Type C_2023-10-28
6,Factory 4_City E_Type C_2023-10-29
6,Factory 4_City A_Type C_2023-10-30
14,Factory 4_City B_Type C_2023-10-31
9,Factory 4_City A_Type C_2023-11-01
12,Factory 4_City B_Type A_2023-11-02
15,Factory 4_City E_Type A_2023-11-03
12,Factory 4_City A_Type A_2023-11-04
10,Factory 4_City D_Type C_2023-11-05
19,Factory 4_City B_Type B_2023-11-06
9,Factory 4_City C_Type C_2023-11-07
11,Factory 4_City A_Type B_2023-11-08
13,Factory 4_City C_Type A_2023-11-09
7,Factory 4_City D_Type A_2023-11-10
15,Factory 4_City B_Type B_2023-11-11
10,Factory 4_City A_Type B_2023-11-12
17,Factory 4_City D_Type B_2023-11-13
7,Factory 4_City E_Type A_2023-11-14
12,Factory 4_City E_Type C_2023-11-15
8,Factory 4_City B_Type A_2023-11-16
9,Factory 4_City B_Type C_2023-11-17
13,Factory 4_City B_Type A_2023-11-18
12,Factory 4_City B_Type A_2023-11-19
19,Factory 4_City D_Type B_2023-11-20
11,Factory 4_City D_Type A_2023-11-21
13,Factory 4_City B_Type C_2023-11-22
11,Factory 4_City C_Type A_2023-11-23
15,Factory 4_City A_Type A_2023-11-24
5,Factory 4_City B_Type C_2023-11-25
10,Factory 4_City C_Type B_2023-11-26
18,Factory 4_City D_Type A_2023-11-27
7,Factory 4_City A_Type A_2023-11-28
19,Factory 4_City D_Type B_2023-11-29
19,Factory 4_City D_Type C_2023-11-30
17,Factory 4_City D_Type C_2023-12-01
9,Factory 4_City D_Type A_2023-12-02
10,Factory 4_City B_Type B_2023-12-03
15,Factory 4_City B_Type A_2023-12-04
19,Factory 4_City E_Type C_2023-12-05
6,Factory 4_City E_Type A_2023-12-06
5,Factory 4_City A_Type C_2023-12-07
9,Factory 4_City A_Type B_2023-12-08
10,Factory 4_City D_Type A_2023-12-09
6,Factory 4_City B_Type B_2023-12-10
14,Factory 4_City D_Type B_2023-12-11
16,Factory 4_City E_Type B_2023-12-12
9,Factory 4_City C_Type C_2023-12-13
16,Factory 4_City D_Type A_2023-12-14
5,Factory 4_City D_Type A_2023-12-15
16,Factory 4_City E_Type B_2023-12-16
11,Factory 4_City C_Type B_2023-12-17
12,Factory 4_City E_Type C_2023-12-18
11,Factory 4_City A_Type B_2023-12-19
12,Factory 4_City B_Type A_2023-12-20
13,Factory 4_City C_Type B_2023-12-21
17,Factory 4_City B_Type A_2023-12-22
11,Factory 4_City C_Type C_2023-12-23
18,Factory 4_City B_Type A_2023-12-24
9,Factory 4_City E_Type B_2023-12-25
14,Factory 4_City B_Type C_2023-12-26
11,Factory 4_City E_Type B_2023-12-27
19,Factory 4_City A_Type C_2023-12-28
10,Factory 4_City B_Type A_2023-12-29
14,Factory 4_City E_Type C_2023-12-30
9,Factory 4_City B_Type B_2023-12-31
10,Factory 5_City D_Type C_2023-01-01
17,Factory 5_City A_Type C_2023-01-02
17,Factory 5_City A_Type C_2023-01-03
16,Factory 5_City A_Type A_2023-01-04
12,Factory 5_City C_Type C_2023-01-05
16,Factory 5_City C_Type C_2023-01-06
13,Factory 5_City E_Type A_2023-01-07
19,Factory 5_City B_Type C_2023-01-08
12,Factory 5_City E_Type C_2023-01-09
10,Factory 5_City E_Type B_2023-01-10
10,Factory 5_City B_Type A_2023-01-11
12,Factory 5_City D_Type C_2023-01-12
14,Factory 5_City E_Type B_2023-01-13
16,Factory 5_City C_Type B_2023-01-14
18,Factory 5_City A_Type C_2023-01-15
19,Factory 5_City E_Type C_2023-01-16
17,Factory 5_City E_Type B_2023-01-17
8,Factory 5_City B_Type A_2023-01-18
6,Factory 5_City D_Type A_2023-01-19
5,Factory 5_City E_Type A_2023-01-20
6,Factory 5_City D_Type B_2023-01-21
7,Factory 5_City E_Type B_2023-01-22
5,Factory 5_City D_Type B_2023-01-23
12,Factory 5_City C_Type C_2023-01-24
11,Factory 5_City B_Type A_2023-01-25
5,Factory 5_City C_Type B_2023-01-26
18,Factory 5_City D_Type C_2023-01-27
6,Factory 5_City E_Type A_2023-01-28
16,Factory 5_City B_Type A_2023-01-29
5,Factory 5_City B_Type A_2023-01-30
14,Factory 5_City B_Type A_2023-01-31
19,Factory 5_City A_Type C_2023-02-01
15,Factory 5_City A_Type A_2023-02-02
17,Factory 5_City A_Type C_2023-02-03
5,Factory 5_City D_Type C_2023-02-04
15,Factory 5_City E_Type B_2023-02-05
11,Factory 5_City C_Type C_2023-02-06
6,Factory 5_City C_Type C_2023-02-07
17,Factory 5_City B_Type A_2023-02-08
12,Factory 5_City E_Type B_2023-02-09
5,Factory 5_City B_Type B_2023-02-10
9,Factory 5_City D_Type A_2023-02-11
12,Factory 5_City A_Type B_2023-02-12
16,Factory 5_City C_Type B_2023-02-13
10,Factory 5_City D_Type C_2023-02-14
9,Factory 5_City C_Type B_2023-02-15
10,Factory 5_City B_Type A_2023-02-16
18,Factory 5_City A_Type C_2023-02-17
5,Factory 5_City B_Type B_2023-02-18
14,Factory 5_City B_Type B_2023-02-19
11,Factory 5_City A_Type A_2023-02-20
8,Factory 5_City A_Type A_2023-02-21
14,Factory 5_City B_Type A_2023-02-22
10,Factory 5_City D_Type B_2023-02-23
11,Factory 5_City E_Type C_2023-02-24
17,Factory 5_City A_Type B_2023-02-25
16,Factory 5_City D_Type A_2023-02-26
6,Factory 5_City B_Type A_2023-02-27
7,Factory 5_City B_Type C_2023-02-28
12,Factory 5_City B_Type A_2023-03-01
6,Factory 5_City D_Type A_2023-03-02
14,Factory 5_City E_Type C_2023-03-03
5,Factory 5_City A_Type B_2023-03-04
11,Factory 5_City E_Type C_2023-03-05
13,Factory 5_City A_Type A_2023-03-06
18,Factory 5_City E_Type B_2023-03-07
9,Factory 5_City E_Type A_2023-03-08
19,Factory 5_City C_Type C_2023-03-09
11,Factory 5_City B_Type A_2023-03-10
19,Factory 5_City A_Type C_2023-03-11
11,Factory 5_City B_Type C_2023-03-12
11,Factory 5_City A_Type A_2023-03-13
5,Factory 5_City D_Type A_2023-03-14
7,Factory 5_City C_Type C_2023-03-15
9,Factory 5_City D_Type A_2023-03-16
6,Factory 5_City D_Type A_2023-03-17
12,Factory 5_City B_Type C_2023-03-18
15,Factory 5_City C_Type B_2023-03-19
18,Factory 5_City D_Type A_2023-03-20
7,Factory 5_City A_Type B_2023-03-21
11,Factory 5_City C_Type C_2023-03-22
7,Factory 5_City C_Type C_2023-03-23
6,Factory 5_City B_Type B_2023-03-24
14,Factory 5_City E_Type B_2023-03-25
5,Factory 5_City E_Type B_2023-03-26
15,Factory 5_City A_Type C_2023-03-27
15,Factory 5_City E_Type B_2023-03-28
6,Factory 5_City C_Type A_2023-03-29
14,Factory 5_City E_Type B_2023-03-30
11,Factory 5_City C_Type A_2023-03-31
12,Factory 5_City E_Type C_2023-04-01
6,Factory 5_City C_Type B_2023-04-02
10,Factory 5_City E_Type A_2023-04-03
6,Factory 5_City A_Type A_2023-04-04
16,Factory 5_City B_Type C_2023-04-05
8,Factory 5_City C_Type C_2023-04-06
11,Factory 5_City C_Type C_2023-04-07
19,Factory 5_City D_Type A_2023-04-08
14,Factory 5_City E_Type C_2023-04-09
9,Factory 5_City E_Type C_2023-04-10
12,Factory 5_City A_Type C_2023-04-11
18,Factory 5_City C_Type A_2023-04-12
5,Factory 5_City D_Type B_2023-04-13
16,Factory 5_City D_Type C_2023-04-14
19,Factory 5_City D_Type B_2023-04-15
11,Factory 5_City B_Type B_2023-04-16
7,Factory 5_City D_Type A_2023-04-17
6,Factory 5_City B_Type A_2023-04-18
10,Factory 5_City C_Type B_2023-04-19
15,Factory 5_City A_Type A_2023-04-20
18,Factory 5_City E_Type B_2023-04-21
15,Factory 5_City C_Type B_2023-04-22
9,Factory 5_City A_Type A_2023-04-23
11,Factory 5_City D_Type B_2023-04-24
11,Factory 5_City B_Type C_2023-04-25
14,Factory 5_City D_Type A_2023-04-26
11,Factory 5_City C_Type A_2023-04-27
9,Factory 5_City D_Type C_2023-04-28
13,Factory 5_City C_Type B_2023-04-29
12,Factory 5_City A_Type A_2023-04-30
17,Factory 5_City A_Type B_2023-05-01
9,Factory 5_City A_Type C_2023-05-02
14,Factory 5_City E_Type C_2023-05-03
12,Factory 5_City A_Type A_2023-05-04
16,Factory 5_City D_Type A_2023-05-05
14,Factory 5_City B_Type B_2023-05-06
7,Factory 5_City D_Type A_2023-05-07
6,Factory 5_City B_Type C_2023-05-08
5,Factory 5_City A_Type A_2023-05-09
10,Factory 5_City C_Type B_2023-05-10
13,Factory 5_City D_Type A_2023-05-11
7,Factory 5_City E_Type B_2023-05-12
8,Factory 5_City B_Type A_2023-05-13
10,Factory 5_City B_Type B_2023-05-14
9,Factory 5_City E_Type C_2023-05-15
7,Factory 5_City D_Type C_2023-05-16
17,Factory 5_City A_Type B_2023-05-17
16,Factory 5_City E_Type C_2023-05-18
9,Factory 5_City B_Type A_2023-05-19
16,Factory 5_City A_Type C_2023-05-20
8,Factory 5_City E_Type A_2023-05-21
5,Factory 5_City A_Type A_2023-05-22
5,Factory 5_City A_Type A_2023-05-23
10,Factory 5_City A_Type B_2023-05-24
14,Factory 5_City B_Type A_2023-05-25
14,Factory 5_City E_Type A_2023-05-26
11,Factory 5_City A_Type B_2023-05-27
19,Factory 5_City B_Type A_2023-05-28
13,Factory 5_City B_Type B_2023-05-29
10,Factory 5_City D_Type C_2023-05-30
5,Factory 5_City B_Type B_2023-05-31
17,Factory 5_City E_Type A_2023-06-01
15,Factory 5_City B_Type B_2023-06-02
7,Factory 5_City B_Type B_2023-06-03
11,Factory 5_City D_Type B_2023-06-04
8,Factory 5_City E_Type A_2023-06-05
13,Factory 5_City B_Type C_2023-06-06
19,Factory 5_City D_Type C_2023-06-07
19,Factory 5_City C_Type C_2023-06-08
16,Factory 5_City E_Type A_2023-06-09
10,Factory 5_City D_Type A_2023-06-10
16,Factory 5_City B_Type B_2023-06-11
5,Factory 5_City C_Type A_2023-06-12
19,Factory 5_City E_Type A_2023-06-13
5,Factory 5_City C_Type A_2023-06-14
6,Factory 5_City D_Type C_2023-06-15
18,Factory 5_City C_Type A_2023-06-16
10,Factory 5_City C_Type A_2023-06-17
10,Factory 5_City D_Type A_2023-06-18
17,Factory 5_City C_Type B_2023-06-19
13,Factory 5_City A_Type A_2023-06-20
8,Factory 5_City A_Type A_2023-06-21
18,Factory 5_City C_Type A_2023-06-22
13,Factory 5_City A_Type C_2023-06-23
13,Factory 5_City A_Type C_2023-06-24
16,Factory 5_City C_Type A_2023-06-25
18,Factory 5_City B_Type A_2023-06-26
7,Factory 5_City D_Type C_2023-06-27
11,Factory 5_City C_Type C_2023-06-28
13,Factory 5_City E_Type A_2023-06-29
6,Factory 5_City C_Type A_2023-06-30
11,Factory 5_City E_Type A_2023-07-01
6,Factory 5_City C_Type B_2023-07-02
7,Factory 5_City A_Type B_2023-07-03
13,Factory 5_City E_Type B_2023-07-04
8,Factory 5_City E_Type B_2023-07-05
17,Factory 5_City B_Type C_2023-07-06
17,Factory 5_City C_Type B_2023-07-07
7,Factory 5_City C_Type B_2023-07-08
9,Factory 5_City B_Type C_2023-07-09
15,Factory 5_City C_Type C_2023-07-10
10,Factory 5_City B_Type A_2023-07-11
10,Factory 5_City B_Type A_2023-07-12
15,Factory 5_City B_Type C_2023-07-13
17,Factory 5_City B_Type A_2023-07-14
9,Factory 5_City C_Type C_2023-07-15
6,Factory 5_City E_Type A_2023-07-16
6,Factory 5_City E_Type A_2023-07-17
14,Factory 5_City E_Type B_2023-07-18
14,Factory 5_City A_Type B_2023-07-19
12,Factory 5_City C_Type B_2023-07-20
19,Factory 5_City B_Type A_2023-07-21
19,Factory 5_City A_Type B_2023-07-22
19,Factory 5_City C_Type C_2023-07-23
9,Factory 5_City D_Type C_2023-07-24
13,Factory 5_City D_Type A_2023-07-25
16,Factory 5_City B_Type B_2023-07-26
14,Factory 5_City B_Type A_2023-07-27
18,Factory 5_City E_Type C_2023-07-28
5,Factory 5_City E_Type B_2023-07-29
13,Factory 5_City D_Type C_2023-07-30
15,Factory 5_City B_Type B_2023-07-31
11,Factory 5_City C_Type C_2023-08-01
7,Factory 5_City A_Type A_2023-08-02
6,Factory 5_City D_Type B_2023-08-03
16,Factory 5_City B_Type A_2023-08-04
9,Factory 5_City C_Type C_2023-08-05
6,Factory 5_City A_Type A_2023-08-06
8,Factory 5_City A_Type C_2023-08-07
19,Factory 5_City D_Type A_2023-08-08
9,Factory 5_City D_Type B_2023-08-09
16,Factory 5_City A_Type A_2023-08-10
14,Factory 5_City E_Type B_2023-08-11
18,Factory 5_City A_Type A_2023-08-12
8,Factory 5_City A_Type B_2023-08-13
5,Factory 5_City C_Type A_2023-08-14
6,Factory 5_City A_Type A_2023-08-15
11,Factory 5_City C_Type C_2023-08-16
12,Factory 5_City D_Type C_2023-08-17
6,Factory 5_City C_Type C_2023-08-18
7,Factory 5_City D_Type B_2023-08-19
18,Factory 5_City D_Type B_2023-08-20
7,Factory 5_City B_Type A_2023-08-21
10,Factory 5_City E_Type A_2023-08-22
12,Factory 5_City C_Type A_2023-08-23
5,Factory 5_City B_Type A_2023-08-24
17,Factory 5_City B_Type C_2023-08-25
18,Factory 5_City D_Type C_2023-08-26
15,Factory 5_City C_Type C_2023-08-27
11,Factory 5_City B_Type C_2023-08-28
12,Factory 5_City E_Type B_2023-08-29
8,Factory 5_City A_Type A_2023-08-30
6,Factory 5_City C_Type A_2023-08-31
5,Factory 5_City E_Type B_2023-09-01
6,Factory 5_City A_Type C_2023-09-02
10,Factory 5_City B_Type A_2023-09-03
12,Factory 5_City C_Type C_2023-09-04
9,Factory 5_City C_Type B_2023-09-05
14,Factory 5_City B_Type B_2023-09-06
18,Factory 5_City D_Type B_2023-09-07
10,Factory 5_City C_Type A_2023-09-08
12,Factory 5_City A_Type C_2023-09-09
8,Factory 5_City E_Type B_2023-09-10
16,Factory 5_City C_Type B_2023-09-11
13,Factory 5_City A_Type B_2023-09-12
10,Factory 5_City E_Type B_2023-09-13
17,Factory 5_City B_Type B_2023-09-14
19,Factory 5_City E_Type B_2023-09-15
17,Factory 5_City D_Type A_2023-09-16
18,Factory 5_City D_Type A_2023-09-17
19,Factory 5_City A_Type C_2023-09-18
12,Factory 5_City B_Type A_2023-09-19
16,Factory 5_City D_Type B_2023-09-20
15,Factory 5_City E_Type A_2023-09-21
18,Factory 5_City A_Type B_2023-09-22
6,Factory 5_City B_Type B_2023-09-23
12,Factory 5_City D_Type C_2023-09-24
12,Factory 5_City D_Type B_2023-09-25
14,Factory 5_City E_Type A_2023-09-26
12,Factory 5_City A_Type B_2023-09-27
13,Factory 5_City E_Type C_2023-09-28
8,Factory 5_City C_Type C_2023-09-29
10,Factory 5_City C_Type A_2023-09-30
19,Factory 5_City B_Type B_2023-10-01
7,Factory 5_City E_Type B_2023-10-02
9,Factory 5_City A_Type B_2023-10-03
5,Factory 5_City E_Type B_2023-10-04
11,Factory 5_City C_Type C_2023-10-05
13,Factory 5_City D_Type C_2023-10-06
17,Factory 5_City E_Type C_2023-10-07
12,Factory 5_City B_Type B_2023-10-08
11,Factory 5_City A_Type A_2023-10-09
11,Factory 5_City A_Type B_2023-10-10
17,Factory 5_City D_Type A_2023-10-11
18,Factory 5_City A_Type A_2023-10-12
10,Factory 5_City B_Type C_2023-10-13
14,Factory 5_City C_Type C_2023-10-14
17,Factory 5_City C_Type A_2023-10-15
15,Factory 5_City E_Type C_2023-10-16
10,Factory 5_City D_Type B_2023-10-17
9,Factory 5_City E_Type A_2023-10-18
5,Factory 5_City E_Type C_2023-10-19
9,Factory 5_City B_Type B_2023-10-20
15,Factory 5_City E_Type C_2023-10-21
16,Factory 5_City E_Type A_2023-10-22
19,Factory 5_City A_Type A_2023-10-23
11,Factory 5_City E_Type C_2023-10-24
17,Factory 5_City C_Type B_2023-10-25
5,Factory 5_City B_Type C_2023-10-26
15,Factory 5_City A_Type C_2023-10-27
11,Factory 5_City B_Type B_2023-10-28
13,Factory 5_City B_Type C_2023-10-29
18,Factory 5_City D_Type B_2023-10-30
6,Factory 5_City D_Type B_2023-10-31
7,Factory 5_City C_Type A_2023-11-01
5,Factory 5_City A_Type C_2023-11-02
5,Factory 5_City C_Type A_2023-11-03
18,Factory 5_City A_Type A_2023-11-04
9,Factory 5_City B_Type B_2023-11-05
8,Factory 5_City B_Type A_2023-11-06
5,Factory 5_City D_Type C_2023-11-07
13,Factory 5_City E_Type B_2023-11-08
5,Factory 5_City E_Type C_2023-11-09
12,Factory 5_City B_Type B_2023-11-10
5,Factory 5_City E_Type B_2023-11-11
12,Factory 5_City E_Type B_2023-11-12
7,Factory 5_City B_Type A_2023-11-13
6,Factory 5_City D_Type A_2023-11-14
7,Factory 5_City C_Type B_2023-11-15
10,Factory 5_City A_Type A_2023-11-16
6,Factory 5_City E_Type B_2023-11-17
14,Factory 5_City D_Type A_2023-11-18
13,Factory 5_City E_Type B_2023-11-19
11,Factory 5_City D_Type A_2023-11-20
16,Factory 5_City E_Type B_2023-11-21
10,Factory 5_City D_Type B_2023-11-22
19,Factory 5_City E_Type A_2023-11-23
19,Factory 5_City A_Type B_2023-11-24
15,Factory 5_City A_Type B_2023-11-25
17,Factory 5_City A_Type B_2023-11-26
18,Factory 5_City A_Type B_2023-11-27
15,Factory 5_City A_Type A_2023-11-28
12,Factory 5_City A_Type C_2023-11-29
19,Factory 5_City C_Type C_2023-11-30
8,Factory 5_City E_Type B_2023-12-01
16,Factory 5_City B_Type C_2023-12-02
17,Factory 5_City B_Type C_2023-12-03
13,Factory 5_City D_Type C_2023-12-04
16,Factory 5_City E_Type B_2023-12-05
12,Factory 5_City D_Type B_2023-12-06
5,Factory 5_City D_Type A_2023-12-07
14,Factory 5_City D_Type C_2023-12-08
16,Factory 5_City B_Type A_2023-12-09
9,Factory 5_City C_Type A_2023-12-10
5,Factory 5_City D_Type A_2023-12-11
17,Factory 5_City C_Type B_2023-12-12
13,Factory 5_City C_Type C_2023-12-13
17,Factory 5_City E_Type C_2023-12-14
19,Factory 5_City A_Type C_2023-12-15
13,Factory 5_City B_Type A_2023-12-16
8,Factory 5_City A_Type B_2023-12-17
13,Factory 5_City E_Type B_2023-12-18
17,Factory 5_City E_Type B_2023-12-19
9,Factory 5_City E_Type B_2023-12-20
7,Factory 5_City D_Type A_2023-12-21
17,Factory 5_City A_Type A_2023-12-22
11,Factory 5_City C_Type C_2023-12-23
8,Factory 5_City B_Type A_2023-12-24
13,Factory 5_City B_Type B_2023-12-25
9,Factory 5_City D_Type B_2023-12-26
16,Factory 5_City D_Type B_2023-12-27
14,Factory 5_City D_Type A_2023-12-28
12,Factory 5_City C_Type C_2023-12-29
10,Factory 5_City D_Type B_2023-12-30
18,Factory 5_City E_Type C_2023-12-31
17,Factory 6_City A_Type A_2023-01-01
17,Factory 6_City C_Type B_2023-01-02
18,Factory 6_City E_Type B_2023-01-03
14,Factory 6_City D_Type A_2023-01-04
7,Factory 6_City D_Type C_2023-01-05
17,Factory 6_City D_Type C_2023-01-06
9,Factory 6_City E_Type C_2023-01-07
7,Factory 6_City B_Type A_2023-01-08
8,Factory 6_City C_Type A_2023-01-09
6,Factory 6_City C_Type A_2023-01-10
8,Factory 6_City D_Type C_2023-01-11
15,Factory 6_City A_Type A_2023-01-12
8,Factory 6_City E_Type A_2023-01-13
16,Factory 6_City A_Type C_2023-01-14
13,Factory 6_City B_Type B_2023-01-15
5,Factory 6_City B_Type C_2023-01-16
13,Factory 6_City D_Type C_2023-01-17
13,Factory 6_City E_Type C_2023-01-18
9,Factory 6_City A_Type C_2023-01-19
6,Factory 6_City C_Type B_2023-01-20
13,Factory 6_City A_Type B_2023-01-21
11,Factory 6_City A_Type B_2023-01-22
14,Factory 6_City C_Type B_2023-01-23
15,Factory 6_City D_Type B_2023-01-24
13,Factory 6_City D_Type B_2023-01-25
15,Factory 6_City D_Type A_2023-01-26
6,Factory 6_City E_Type B_2023-01-27
17,Factory 6_City A_Type C_2023-01-28
19,Factory 6_City A_Type A_2023-01-29
8,Factory 6_City C_Type B_2023-01-30
16,Factory 6_City E_Type C_2023-01-31
8,Factory 6_City C_Type A_2023-02-01
16,Factory 6_City C_Type A_2023-02-02
11,Factory 6_City A_Type A_2023-02-03
14,Factory 6_City C_Type B_2023-02-04
18,Factory 6_City A_Type C_2023-02-05
11,Factory 6_City E_Type B_2023-02-06
19,Factory 6_City B_Type C_2023-02-07
11,Factory 6_City D_Type C_2023-02-08
12,Factory 6_City A_Type A_2023-02-09
12,Factory 6_City C_Type B_2023-02-10
7,Factory 6_City A_Type B_2023-02-11
12,Factory 6_City B_Type B_2023-02-12
8,Factory 6_City E_Type C_2023-02-13
6,Factory 6_City E_Type B_2023-02-14
16,Factory 6_City C_Type B_2023-02-15
14,Factory 6_City A_Type C_2023-02-16
19,Factory 6_City A_Type B_2023-02-17
16,Factory 6_City E_Type C_2023-02-18
16,Factory 6_City B_Type A_2023-02-19
10,Factory 6_City E_Type A_2023-02-20
12,Factory 6_City B_Type B_2023-02-21
13,Factory 6_City E_Type A_2023-02-22
19,Factory 6_City D_Type A_2023-02-23
19,Factory 6_City E_Type C_2023-02-24
18,Factory 6_City E_Type B_2023-02-25
16,Factory 6_City D_Type B_2023-02-26
16,Factory 6_City C_Type C_2023-02-27
13,Factory 6_City A_Type A_2023-02-28
14,Factory 6_City A_Type B_2023-03-01
5,Factory 6_City A_Type C_2023-03-02
19,Factory 6_City C_Type C_2023-03-03
11,Factory 6_City E_Type B_2023-03-04
6,Factory 6_City D_Type B_2023-03-05
8,Factory 6_City A_Type A_2023-03-06
14,Factory 6_City B_Type B_2023-03-07
5,Factory 6_City A_Type C_2023-03-08
19,Factory 6_City C_Type B_2023-03-09
5,Factory 6_City B_Type C_2023-03-10
6,Factory 6_City D_Type B_2023-03-11
9,Factory 6_City B_Type B_2023-03-12
12,Factory 6_City B_Type B_2023-03-13
18,Factory 6_City A_Type A_2023-03-14
15,Factory 6_City C_Type C_2023-03-15
17,Factory 6_City C_Type B_2023-03-16
17,Factory 6_City A_Type A_2023-03-17
16,Factory 6_City C_Type B_2023-03-18
7,Factory 6_City E_Type A_2023-03-19
18,Factory 6_City D_Type B_2023-03-20
12,Factory 6_City B_Type C_2023-03-21
12,Factory 6_City D_Type B_2023-03-22
7,Factory 6_City E_Type C_2023-03-23
